,id,base,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70,r71,r72,r73,r74,r75,r76,r77,r78,r79,r80,r81,r82,r83,r84,r85,r86,r87,r88,r89,r90,r91,r92,r93,r94,r95,r96,r97,r98,r99,r100,r101,r102,r103,r104,r105,r106,r107,r108,r109,r110,r111,r112,r113,r114,r115,r116,r117,r118,r119
27,27,0.911,0.907,0.907,0.911,0.849,0.973,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.973,0.870,0.911,0.911,0.911,0.911,0.911,0.870,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.870,0.870,0.911,0.870,0.911,0.870,0.911,0.911,0.870,0.870,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.907,0.907,0.911,0.849,0.973,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.973,0.870,0.911,0.911,0.911,0.911,0.911,0.870,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.870,0.870,0.911,0.870,0.911,0.870,0.911,0.911,0.870,0.870,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911
28,28,0.970,0.970,0.970,0.565,0.565,0.966,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.611,0.970,0.970,0.970,0.894,0.970,0.970,0.970,0.970,0.970,0.715,0.970,0.970,0.970,0.970,0.970,0.970,0.866,0.866,0.866,0.894,0.970,0.970,0.970,0.970,0.894,0.783,0.866,0.866,0.970,0.866,0.866,0.970,0.866,0.970,0.866,0.970,0.970,0.970,0.565,0.565,0.966,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.611,0.970,0.970,0.970,0.894,0.970,0.970,0.970,0.970,0.970,0.715,0.970,0.970,0.970,0.970,0.970,0.970,0.866,0.866,0.866,0.894,0.970,0.970,0.970,0.970,0.894,0.783,0.866,0.866,0.970,0.866,0.866,0.970,0.866,0.970,0.866,0.970
29,29,0.891,0.891,0.778,0.891,0.829,0.757,0.891,0.891,0.891,0.891,0.891,0.891,0.891,0.891,0.891,0.891,0.891,0.891,0.891,0.891,0.891,0.757,0.757,0.793,0.891,0.891,0.891,0.891,0.826,0.891,0.820,0.891,0.891,0.891,0.891,0.891,0.891,0.891,0.891,0.891,0.891,0.757,0.757,0.891,0.853,0.891,0.891,0.891,0.891,0.853,0.853,0.891,0.891,0.891,0.891,0.891,0.891,0.891,0.891,0.891,0.891,0.891,0.778,0.891,0.829,0.757,0.891,0.891,0.891,0.891,0.891,0.891,0.891,0.891,0.891,0.891,0.891,0.891,0.891,0.891,0.891,0.757,0.757,0.793,0.891,0.891,0.891,0.891,0.826,0.891,0.820,0.891,0.891,0.891,0.891,0.891,0.891,0.891,0.891,0.891,0.891,0.757,0.757,0.891,0.853,0.891,0.891,0.891,0.891,0.853,0.853,0.891,0.891,0.891,0.891,0.891,0.891,0.891,0.891,0.891,0.891
30,30,0.948,0.948,0.754,0.948,0.910,0.948,0.948,0.948,0.821,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.788,0.948,0.908,0.948,0.948,0.908,0.948,0.821,0.815,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.821,0.948,0.908,0.908,0.908,0.908,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.754,0.948,0.910,0.948,0.948,0.948,0.821,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.788,0.948,0.908,0.948,0.948,0.908,0.948,0.821,0.815,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.821,0.948,0.908,0.908,0.908,0.908,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.948
31,31,0.002,0.001,0.001,0.001,0.001,0.004,0.001,0.002,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.007,0.002,0.002,0.002,0.001,0.007,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.004,0.001,0.002,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.007,0.002,0.002,0.002,0.001,0.007,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
32,32,0.988,0.988,0.874,0.988,0.898,0.932,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.932,0.932,0.988,0.988,0.988,0.988,0.988,0.935,0.939,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.932,0.988,0.932,0.988,0.988,0.988,0.988,0.932,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.874,0.988,0.898,0.932,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.932,0.932,0.988,0.988,0.988,0.988,0.988,0.935,0.939,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.932,0.988,0.932,0.988,0.988,0.988,0.988,0.932,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988
33,33,0.018,0.088,0.091,0.094,0.511,0.453,0.018,0.018,0.239,0.024,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.037,0.307,0.018,0.090,0.037,0.018,0.562,0.058,0.504,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.090,0.168,0.164,0.562,0.496,0.551,0.562,0.564,0.018,0.500,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.088,0.091,0.094,0.511,0.453,0.018,0.018,0.239,0.024,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.037,0.307,0.018,0.090,0.037,0.018,0.562,0.058,0.504,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.090,0.168,0.164,0.562,0.496,0.551,0.562,0.564,0.018,0.500,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018
34,34,0.970,0.970,0.970,0.892,0.892,0.856,0.970,0.970,0.820,0.970,0.970,0.871,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.892,0.892,0.970,0.895,0.970,0.970,0.895,0.970,0.892,0.922,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.898,0.970,0.895,0.895,0.970,0.970,0.895,0.895,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.892,0.892,0.856,0.970,0.970,0.820,0.970,0.970,0.871,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.892,0.892,0.970,0.895,0.970,0.970,0.895,0.970,0.892,0.922,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.898,0.970,0.895,0.895,0.970,0.970,0.895,0.895,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970
35,35,0.986,0.986,0.937,0.937,0.937,0.893,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.933,0.986,0.933,0.986,0.986,0.986,0.986,0.986,0.986,0.936,0.986,0.952,0.986,0.986,0.936,0.986,0.936,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.937,0.936,0.936,0.986,0.986,0.937,0.936,0.936,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.937,0.937,0.937,0.893,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.933,0.986,0.933,0.986,0.986,0.986,0.986,0.986,0.986,0.936,0.986,0.952,0.986,0.986,0.936,0.986,0.936,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.937,0.936,0.936,0.986,0.986,0.937,0.936,0.936,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986
36,36,0.964,0.964,0.917,0.964,0.916,0.930,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.930,0.930,0.930,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.930,0.930,0.964,0.930,0.964,0.964,0.964,0.964,0.930,0.930,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.917,0.964,0.916,0.930,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.930,0.930,0.930,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.930,0.930,0.964,0.930,0.964,0.964,0.964,0.964,0.930,0.930,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964
37,37,0.941,0.941,0.941,0.941,0.941,0.916,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.981,0.916,0.941,0.941,0.905,0.941,0.941,0.905,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.916,0.916,0.941,0.916,0.941,0.941,0.941,0.941,0.916,0.916,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.916,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.981,0.916,0.941,0.941,0.905,0.941,0.941,0.905,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.916,0.916,0.941,0.916,0.941,0.941,0.941,0.941,0.916,0.916,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941
38,38,0.989,0.989,0.944,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.944,0.989,0.938,0.989,0.989,0.944,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.938,0.989,0.989,0.989,0.989,0.989,0.938,0.989,0.938,0.989,0.938,0.989,0.989,0.989,0.989,0.989,0.989,0.944,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.944,0.989,0.938,0.989,0.989,0.944,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.938,0.989,0.989,0.989,0.989,0.989,0.938,0.989,0.938,0.989,0.938,0.989,0.989,0.989,0.989,0.989
39,39,0.985,0.985,0.985,0.985,0.985,0.802,0.985,0.985,0.703,0.985,0.985,0.708,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.902,0.985,0.985,0.708,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.802,0.985,0.985,0.703,0.985,0.985,0.708,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.902,0.985,0.985,0.708,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985
40,40,0.994,0.994,0.953,0.827,0.921,0.964,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.827,0.994,0.994,0.994,0.994,0.921,0.994,0.827,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.921,0.994,0.994,0.994,0.994,0.921,0.994,0.921,0.921,0.921,0.921,0.921,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.953,0.827,0.921,0.964,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.827,0.994,0.994,0.994,0.994,0.921,0.994,0.827,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.921,0.994,0.994,0.994,0.994,0.921,0.994,0.921,0.921,0.921,0.921,0.921,0.994,0.994,0.994,0.994,0.994,0.994,0.994
41,41,0.874,0.923,0.923,0.874,0.874,0.813,0.940,0.874,0.874,0.874,0.874,0.874,0.874,0.874,0.913,0.874,0.874,0.874,0.874,0.874,0.874,0.813,0.923,0.926,0.913,0.874,0.874,0.913,0.926,0.874,0.913,0.874,0.913,0.874,0.874,0.874,0.874,0.874,0.874,0.913,0.874,0.926,0.926,0.874,0.926,0.874,0.874,0.874,0.874,0.926,0.926,0.874,0.874,0.874,0.874,0.874,0.874,0.874,0.874,0.874,0.874,0.923,0.923,0.874,0.874,0.813,0.940,0.874,0.874,0.874,0.874,0.874,0.874,0.874,0.913,0.874,0.874,0.874,0.874,0.874,0.874,0.813,0.923,0.926,0.913,0.874,0.874,0.913,0.926,0.874,0.913,0.874,0.913,0.874,0.874,0.874,0.874,0.874,0.874,0.913,0.874,0.926,0.926,0.874,0.926,0.874,0.874,0.874,0.874,0.926,0.926,0.874,0.874,0.874,0.874,0.874,0.874,0.874,0.874,0.874,0.874
42,42,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.923,0.986,0.982,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.934,0.986,0.986,0.934,0.986,0.925,0.934,0.986,0.986,0.934,0.982,0.925,0.986,0.986,0.986,0.934,0.986,0.986,0.986,0.934,0.934,0.986,0.934,0.986,0.986,0.986,0.986,0.934,0.934,0.934,0.986,0.986,0.986,0.934,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.923,0.986,0.982,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.934,0.986,0.986,0.934,0.986,0.925,0.934,0.986,0.986,0.934,0.982,0.925,0.986,0.986,0.986,0.934,0.986,0.986,0.986,0.934,0.934,0.986,0.934,0.986,0.986,0.986,0.986,0.934,0.934,0.934,0.986,0.986,0.986,0.934,0.986,0.986,0.986,0.986,0.986
43,43,0.989,0.989,0.989,0.989,0.800,0.943,0.989,0.989,0.813,0.989,0.989,0.989,0.989,0.989,0.943,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.904,0.989,0.911,0.989,0.989,0.904,0.989,0.800,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.904,0.904,0.904,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.800,0.943,0.989,0.989,0.813,0.989,0.989,0.989,0.989,0.989,0.943,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.904,0.989,0.911,0.989,0.989,0.904,0.989,0.800,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.904,0.904,0.904,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989
44,44,0.008,0.021,0.061,0.049,0.108,0.219,0.008,0.008,0.026,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.077,0.196,0.084,0.008,0.024,0.008,0.008,0.165,0.021,0.022,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.096,0.194,0.171,0.194,0.031,0.008,0.066,0.057,0.194,0.178,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.021,0.061,0.049,0.108,0.219,0.008,0.008,0.026,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.077,0.196,0.084,0.008,0.024,0.008,0.008,0.165,0.021,0.022,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.096,0.194,0.171,0.194,0.031,0.008,0.066,0.057,0.194,0.178,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008
45,45,0.751,0.751,0.931,0.751,0.907,0.932,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.932,0.931,0.931,0.751,0.751,0.751,0.751,0.931,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.931,0.931,0.931,0.931,0.751,0.751,0.751,0.751,0.931,0.931,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.931,0.751,0.907,0.932,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.932,0.931,0.931,0.751,0.751,0.751,0.751,0.931,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.931,0.931,0.931,0.931,0.751,0.751,0.751,0.751,0.931,0.931,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751
46,46,0.971,0.971,0.917,0.889,0.889,0.812,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.917,0.889,0.971,0.889,0.971,0.971,0.889,0.971,0.889,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.889,0.889,0.971,0.889,0.971,0.971,0.889,0.971,0.889,0.889,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.917,0.889,0.889,0.812,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.917,0.889,0.971,0.889,0.971,0.971,0.889,0.971,0.889,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.889,0.889,0.971,0.889,0.971,0.971,0.889,0.971,0.889,0.889,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971
47,47,0.961,0.961,0.946,0.961,0.961,0.954,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.954,0.961,0.946,0.961,0.961,0.961,0.946,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.946,0.946,0.961,0.946,0.961,0.961,0.961,0.961,0.946,0.946,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.946,0.961,0.961,0.954,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.954,0.961,0.946,0.961,0.961,0.961,0.946,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.946,0.946,0.961,0.946,0.961,0.961,0.961,0.961,0.946,0.946,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961
48,48,0.947,0.947,0.947,0.664,0.868,0.872,0.638,0.947,0.774,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.869,0.704,0.947,0.947,0.704,0.947,0.947,0.807,0.947,0.947,0.947,0.947,0.947,0.704,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.864,0.864,0.947,0.868,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.664,0.868,0.872,0.638,0.947,0.774,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.869,0.704,0.947,0.947,0.704,0.947,0.947,0.807,0.947,0.947,0.947,0.947,0.947,0.704,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.864,0.864,0.947,0.868,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947
49,49,0.743,0.799,0.799,0.743,0.743,0.664,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.462,0.799,0.549,0.859,0.743,0.743,0.859,0.743,0.743,0.743,0.743,0.743,0.858,0.743,0.743,0.743,0.743,0.743,0.743,0.859,0.859,0.859,0.859,0.859,0.743,0.743,0.859,0.859,0.743,0.859,0.859,0.743,0.743,0.859,0.743,0.859,0.743,0.743,0.743,0.799,0.799,0.743,0.743,0.664,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.462,0.799,0.549,0.859,0.743,0.743,0.859,0.743,0.743,0.743,0.743,0.743,0.858,0.743,0.743,0.743,0.743,0.743,0.743,0.859,0.859,0.859,0.859,0.859,0.743,0.743,0.859,0.859,0.743,0.859,0.859,0.743,0.743,0.859,0.743,0.859,0.743,0.743,0.743
50,50,0.970,0.970,0.970,0.868,0.868,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.868,0.970,0.868,0.970,0.970,0.868,0.970,0.868,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.868,0.970,0.970,0.868,0.970,0.868,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.868,0.868,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.868,0.970,0.868,0.970,0.970,0.868,0.970,0.868,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.868,0.970,0.970,0.868,0.970,0.868,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970
51,51,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.964,0.978,0.978,0.987,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.957,0.978,0.978,0.957,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.957,0.978,0.957,0.957,0.978,0.957,0.978,0.957,0.978,0.978,0.957,0.957,0.978,0.978,0.957,0.957,0.978,0.978,0.978,0.978,0.978,0.978,0.964,0.978,0.978,0.987,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.957,0.978,0.978,0.957,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.957,0.978,0.957,0.957,0.978,0.957,0.978,0.957,0.978,0.978,0.957,0.957,0.978,0.978,0.957,0.957
52,52,0.989,0.945,0.945,0.869,0.869,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.945,0.833,0.945,0.989,0.989,0.989,0.989,0.833,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.945,0.989,0.989,0.945,0.945,0.989,0.989,0.989,0.989,0.989,0.945,0.989,0.989,0.989,0.989,0.989,0.945,0.945,0.869,0.869,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.945,0.833,0.945,0.989,0.989,0.989,0.989,0.833,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.945,0.989,0.989,0.945,0.945,0.989,0.989,0.989,0.989,0.989,0.945,0.989,0.989,0.989,0.989,0.989
53,53,0.999,0.999,0.999,0.929,0.999,0.999,0.999,0.999,0.932,0.999,0.999,0.999,0.932,0.999,0.929,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.931,0.999,0.929,0.931,0.999,0.999,0.930,0.999,0.999,0.929,0.999,0.929,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.929,0.999,0.999,0.999,0.999,0.932,0.999,0.999,0.999,0.932,0.999,0.929,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.931,0.999,0.929,0.931,0.999,0.999,0.930,0.999,0.999,0.929,0.999,0.929,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
