,id,base,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59
54,54,0.948,0.948,0.948,0.948,0.948,0.948,0.784,0.948,0.948,0.899,0.948,0.948,0.948,0.948,0.878,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.794,0.948,0.948,0.948,0.816,0.794,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.854,0.948,0.890,0.948,0.948,0.771,0.771,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.815,0.948,0.811,0.948,0.784,0.948,0.948,0.948,0.948
55,55,0.548,0.548,0.892,0.548,0.548,0.627,0.548,0.548,0.548,0.548,0.892,0.755,0.548,0.548,0.563,0.548,0.548,0.548,0.755,0.548,0.548,0.892,0.548,0.548,0.886,0.548,0.637,0.548,0.548,0.886,0.548,0.548,0.548,0.548,0.548,0.548,0.780,0.548,0.518,0.548,0.548,0.739,0.739,0.548,0.548,0.739,0.548,0.548,0.653,0.497,0.583,0.548,0.548,0.548,0.518,0.548,0.548,0.548,0.548,0.548,0.548
56,56,0.443,0.443,0.757,0.443,0.706,0.918,0.780,0.443,0.443,0.443,0.757,0.443,0.443,0.443,0.806,0.443,0.443,0.443,0.443,0.443,0.443,0.757,0.443,0.738,0.837,0.443,0.826,0.743,0.786,0.757,0.443,0.443,0.443,0.443,0.443,0.443,0.602,0.443,0.602,0.443,0.443,0.443,0.790,0.443,0.443,0.443,0.443,0.443,0.837,0.443,0.443,0.682,0.443,0.443,0.786,0.443,0.682,0.443,0.443,0.443,0.443
57,57,0.027,0.754,0.047,0.826,0.045,0.051,0.101,0.027,0.027,0.045,0.048,0.027,0.027,0.027,0.031,0.027,0.027,0.027,0.027,0.027,0.027,0.032,0.786,0.808,0.072,0.172,0.832,0.808,0.809,0.263,0.027,0.027,0.027,0.027,0.027,0.027,0.029,0.027,0.049,0.027,0.027,0.830,0.828,0.703,0.754,0.817,0.805,0.707,0.791,0.703,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027
58,58,0.090,0.090,0.773,0.090,0.101,0.642,0.286,0.090,0.091,0.101,0.773,0.090,0.090,0.090,0.090,0.090,0.090,0.090,0.095,0.090,0.090,0.553,0.090,0.281,0.463,0.286,0.057,0.286,0.294,0.530,0.090,0.090,0.090,0.090,0.090,0.090,0.060,0.090,0.577,0.090,0.090,0.420,0.410,0.297,0.090,0.360,0.090,0.297,0.297,0.311,0.048,0.090,0.090,0.090,0.335,0.090,0.090,0.090,0.090,0.090,0.090
59,59,0.088,0.088,0.651,0.088,0.088,0.861,0.187,0.088,0.096,0.088,0.651,0.103,0.088,0.088,0.186,0.088,0.088,0.088,0.088,0.088,0.088,0.454,0.088,0.187,0.507,0.088,0.100,0.088,0.187,0.651,0.088,0.088,0.088,0.088,0.088,0.088,0.194,0.088,0.368,0.088,0.088,0.249,0.252,0.088,0.088,0.249,0.088,0.112,0.102,0.088,0.096,0.088,0.088,0.088,0.174,0.088,0.088,0.088,0.088,0.088,0.088
60,60,0.984,0.984,0.994,0.984,0.984,0.995,0.960,0.984,0.984,0.984,0.994,0.934,0.934,0.934,0.917,0.934,0.984,0.984,0.984,0.984,0.984,0.994,0.984,0.984,0.971,0.984,0.973,0.984,0.984,0.970,0.984,0.933,0.934,0.984,0.933,0.959,0.829,0.934,0.971,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.993,0.816,0.776,0.959,0.902,0.816,0.976,0.933,0.984,0.933,0.984
61,61,0.943,0.943,0.943,0.943,0.881,0.933,0.694,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.767,0.943,0.751,0.932,0.770,0.767,0.932,0.943,0.943,0.943,0.943,0.943,0.735,0.932,0.943,0.932,0.943,0.943,0.880,0.770,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.709,0.699,0.880,0.751,0.753,0.753,0.943,0.943,0.943,0.943
62,62,0.799,0.799,0.922,0.799,0.799,0.920,0.700,0.799,0.799,0.704,0.922,0.799,0.799,0.799,0.977,0.799,0.799,0.799,0.799,0.799,0.799,0.922,0.799,0.799,0.977,0.799,0.653,0.700,0.799,0.801,0.799,0.799,0.799,0.799,0.799,0.799,0.801,0.799,0.801,0.799,0.799,0.799,0.699,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.907,0.799,0.724,0.799,0.791,0.799,0.799,0.799,0.799,0.799,0.799
63,63,0.385,0.385,0.439,0.769,0.385,0.501,0.385,0.772,0.393,0.385,0.903,0.385,0.385,0.385,0.054,0.385,0.385,0.385,0.385,0.385,0.385,0.443,0.772,0.385,0.947,0.385,0.865,0.385,0.385,0.947,0.385,0.385,0.385,0.385,0.385,0.385,0.836,0.385,0.848,0.385,0.385,0.624,0.447,0.385,0.385,0.766,0.385,0.770,0.384,0.385,0.385,0.385,0.385,0.385,0.537,0.385,0.385,0.385,0.385,0.385,0.385
64,64,0.815,0.815,0.975,0.815,0.815,0.911,0.619,0.815,0.815,0.815,0.975,0.815,0.815,0.815,0.747,0.815,0.815,0.815,0.815,0.815,0.815,0.926,0.815,0.408,0.844,0.399,0.815,0.408,0.408,0.969,0.815,0.815,0.815,0.815,0.815,0.815,0.771,0.815,0.952,0.815,0.815,0.764,0.769,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.861,0.399,0.815,0.815,0.716,0.399,0.399,0.815,0.815,0.815,0.815
65,65,0.962,0.962,0.985,0.925,0.962,0.962,0.937,0.897,0.962,0.962,0.985,0.962,0.962,0.962,0.887,0.962,0.962,0.962,0.962,0.962,0.962,0.985,0.897,0.962,0.896,0.962,0.937,0.838,0.962,0.957,0.962,0.962,0.962,0.962,0.962,0.962,0.937,0.962,0.896,0.962,0.962,0.962,0.962,0.962,0.962,0.962,0.962,0.946,0.962,0.962,0.962,0.940,0.641,0.940,0.934,0.940,0.940,0.962,0.962,0.962,0.962
66,66,0.969,0.969,0.969,0.969,0.865,0.969,0.768,0.969,0.969,0.865,0.969,0.969,0.969,0.969,0.836,0.969,0.969,0.969,0.969,0.969,0.969,0.969,0.969,0.969,0.969,0.969,0.969,0.785,0.969,0.969,0.969,0.969,0.969,0.969,0.969,0.758,0.794,0.969,0.969,0.969,0.969,0.969,0.854,0.969,0.969,0.969,0.969,0.969,0.969,0.969,0.969,0.767,0.798,0.768,0.751,0.767,0.767,0.969,0.969,0.969,0.969
67,67,0.927,0.927,0.983,0.927,0.927,0.983,0.690,0.927,0.927,0.927,0.983,0.927,0.927,0.927,0.556,0.927,0.927,0.927,0.927,0.927,0.927,0.983,0.927,0.786,0.904,0.614,0.927,0.927,0.867,0.981,0.927,0.927,0.927,0.927,0.927,0.927,0.709,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.981,0.740,0.927,0.609,0.740,0.609,0.740,0.927,0.927,0.927,0.927
68,68,0.580,0.580,0.810,0.580,0.724,0.902,0.809,0.580,0.902,0.724,0.810,0.580,0.580,0.580,0.773,0.580,0.580,0.580,0.580,0.580,0.580,0.580,0.580,0.580,0.811,0.580,0.580,0.809,0.811,0.580,0.580,0.580,0.580,0.580,0.580,0.580,0.806,0.580,0.806,0.580,0.580,0.811,0.811,0.580,0.580,0.580,0.580,0.580,0.811,0.580,0.580,0.580,0.580,0.580,0.806,0.580,0.580,0.580,0.580,0.580,0.580
69,69,0.574,0.574,0.574,0.574,0.574,0.667,0.574,0.574,0.574,0.574,0.574,0.574,0.956,0.939,0.574,0.939,0.574,0.574,0.574,0.574,0.574,0.574,0.574,0.835,0.574,0.870,0.574,0.835,0.870,0.574,0.574,0.574,0.939,0.574,0.939,0.574,0.574,0.939,0.574,0.574,0.574,0.574,0.870,0.574,0.574,0.574,0.574,0.574,0.835,0.574,0.574,0.574,0.574,0.574,0.574,0.574,0.574,0.574,0.574,0.574,0.574
70,70,0.525,0.525,0.886,0.525,0.525,0.544,0.525,0.525,0.513,0.525,0.886,0.523,0.525,0.525,0.524,0.525,0.525,0.525,0.523,0.525,0.525,0.886,0.525,0.525,0.880,0.525,0.520,0.525,0.525,0.880,0.525,0.525,0.525,0.525,0.525,0.525,0.558,0.525,0.880,0.525,0.525,0.724,0.724,0.525,0.525,0.509,0.525,0.525,0.518,0.525,0.539,0.525,0.525,0.525,0.739,0.525,0.525,0.525,0.525,0.525,0.525
71,71,0.848,0.848,0.935,0.848,0.848,0.877,0.845,0.848,0.877,0.848,0.935,0.848,0.848,0.848,0.851,0.848,0.848,0.848,0.848,0.848,0.848,0.854,0.848,0.848,0.935,0.848,0.866,0.845,0.848,0.935,0.848,0.848,0.848,0.848,0.848,0.848,0.935,0.848,0.935,0.848,0.848,0.848,0.848,0.848,0.848,0.848,0.848,0.848,0.848,0.848,0.848,0.848,0.873,0.848,0.908,0.848,0.848,0.848,0.848,0.848,0.848
72,72,0.956,0.956,0.956,0.956,0.859,0.843,0.695,0.956,0.956,0.859,0.956,0.956,0.956,0.956,0.780,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.864,0.956,0.835,0.864,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.627,0.956,0.794,0.956,0.956,0.956,0.695,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.722,0.956,0.689,0.698,0.722,0.722,0.956,0.956,0.956,0.956
73,73,0.978,0.978,0.992,0.978,0.978,0.992,0.730,0.978,0.978,0.978,0.992,0.978,0.978,0.978,0.988,0.978,0.978,0.978,0.978,0.978,0.978,0.992,0.978,0.978,0.987,0.978,0.771,0.978,0.978,0.897,0.978,0.978,0.978,0.978,0.978,0.978,0.806,0.978,0.897,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.992,0.741,0.735,0.728,0.806,0.734,0.741,0.978,0.978,0.978,0.978
74,74,0.882,0.882,0.952,0.882,0.882,0.953,0.882,0.882,0.882,0.882,0.952,0.882,0.882,0.882,0.815,0.882,0.882,0.882,0.882,0.882,0.882,0.952,0.882,0.882,0.950,0.882,0.950,0.882,0.882,0.950,0.882,0.882,0.882,0.882,0.882,0.882,0.950,0.882,0.950,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.950,0.882,0.882,0.882,0.950,0.882,0.882,0.882,0.882,0.882,0.882
75,75,0.924,0.924,0.951,0.924,0.924,0.924,0.768,0.924,0.924,0.924,0.951,0.924,0.924,0.924,0.758,0.924,0.924,0.924,0.924,0.924,0.924,0.924,0.924,0.924,0.832,0.924,0.882,0.924,0.828,0.842,0.924,0.924,0.924,0.924,0.924,0.924,0.828,0.924,0.842,0.924,0.924,0.924,0.924,0.924,0.924,0.924,0.924,0.924,0.924,0.828,0.924,0.924,0.924,0.924,0.768,0.924,0.924,0.924,0.924,0.924,0.924
76,76,0.972,0.972,0.875,0.972,0.887,0.957,0.725,0.972,0.972,0.972,0.875,0.972,0.972,0.972,0.792,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.863,0.686,0.972,0.972,0.863,0.863,0.970,0.972,0.972,0.972,0.972,0.972,0.972,0.739,0.972,0.899,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.692,0.972,0.694,0.786,0.694,0.365,0.972,0.972,0.972,0.972
77,77,0.814,0.814,0.814,0.814,0.628,0.824,0.812,0.814,0.814,0.800,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.831,0.814,0.804,0.814,0.831,0.831,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.831,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814
78,78,0.008,0.333,0.026,0.364,0.012,0.039,0.612,0.352,0.009,0.008,0.020,0.008,0.008,0.008,0.013,0.008,0.008,0.008,0.008,0.008,0.008,0.011,0.260,0.610,0.042,0.088,0.268,0.495,0.612,0.020,0.008,0.008,0.008,0.008,0.008,0.008,0.633,0.008,0.010,0.008,0.008,0.655,0.688,0.611,0.274,0.619,0.286,0.290,0.571,0.626,0.009,0.008,0.008,0.008,0.124,0.274,0.008,0.008,0.008,0.008,0.008
79,79,0.886,0.886,0.892,0.886,0.886,0.925,0.729,0.886,0.886,0.886,0.926,0.886,0.886,0.886,0.780,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.814,0.886,0.886,0.729,0.886,0.888,0.886,0.886,0.886,0.886,0.886,0.886,0.984,0.886,0.923,0.886,0.886,0.886,0.818,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.923,0.886,0.886,0.886,0.886,0.886,0.886
80,80,0.249,0.249,0.418,0.249,0.249,0.435,0.752,0.961,0.832,0.908,0.418,0.249,0.249,0.249,0.357,0.249,0.249,0.249,0.250,0.249,0.249,0.419,0.249,0.377,0.753,0.350,0.931,0.913,0.913,0.931,0.249,0.249,0.249,0.249,0.249,0.249,0.935,0.249,0.960,0.249,0.249,0.931,0.912,0.744,0.249,0.249,0.249,0.249,0.744,0.249,0.249,0.249,0.249,0.249,0.931,0.249,0.249,0.249,0.249,0.249,0.249
81,81,0.980,0.980,0.991,0.980,0.980,0.993,0.945,0.980,0.980,0.980,0.991,0.862,0.863,0.862,0.918,0.862,0.980,0.980,0.980,0.940,0.980,0.992,0.980,0.933,0.890,0.940,0.962,0.980,0.933,0.953,0.980,0.865,0.862,0.980,0.865,0.980,0.908,0.862,0.954,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.990,0.755,0.698,0.980,0.742,0.755,0.965,0.865,0.980,0.865,0.980
82,82,0.954,0.954,0.994,0.954,0.954,0.969,0.954,0.954,0.954,0.954,0.994,0.954,0.657,0.655,0.956,0.655,0.954,0.954,0.954,0.954,0.954,0.994,0.954,0.954,0.925,0.954,0.657,0.954,0.954,0.925,0.954,0.644,0.655,0.954,0.644,0.954,0.923,0.655,0.923,0.954,0.954,0.971,0.971,0.954,0.954,0.982,0.954,0.954,0.971,0.971,0.956,0.644,0.644,0.954,0.923,0.653,0.954,0.644,0.954,0.644,0.954
83,83,0.906,0.906,0.881,0.906,0.906,0.836,0.699,0.906,0.906,0.577,0.643,0.667,0.906,0.906,0.598,0.906,0.906,0.906,0.667,0.828,0.906,0.906,0.906,0.701,0.906,0.838,0.906,0.514,0.575,0.906,0.906,0.667,0.906,0.667,0.906,0.906,0.483,0.906,0.483,0.906,0.906,0.906,0.668,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.478,0.906,0.906,0.487,0.906,0.906,0.906,0.906,0.906,0.906
84,84,0.824,0.824,0.925,0.824,0.765,0.765,0.824,0.824,0.824,0.765,0.925,0.824,0.824,0.824,0.761,0.824,0.824,0.824,0.824,0.824,0.824,0.928,0.824,0.824,0.868,0.764,0.709,0.824,0.764,0.928,0.824,0.824,0.824,0.824,0.824,0.824,0.775,0.824,0.733,0.824,0.824,0.824,0.764,0.824,0.824,0.824,0.824,0.824,0.824,0.824,0.824,0.824,0.824,0.824,0.818,0.824,0.824,0.824,0.824,0.824,0.824
85,85,0.289,0.289,0.779,0.289,0.289,0.457,0.289,0.289,0.281,0.289,0.779,0.289,0.289,0.289,0.253,0.289,0.289,0.289,0.289,0.289,0.289,0.311,0.289,0.289,0.767,0.289,0.428,0.289,0.289,0.767,0.289,0.289,0.289,0.289,0.289,0.289,0.422,0.289,0.532,0.289,0.289,0.508,0.508,0.289,0.289,0.508,0.289,0.289,0.426,0.426,0.289,0.289,0.289,0.289,0.427,0.289,0.289,0.289,0.289,0.289,0.289
86,86,0.054,0.054,0.375,0.054,0.103,0.584,0.292,0.054,0.061,0.299,0.375,0.054,0.054,0.054,0.251,0.054,0.054,0.054,0.053,0.054,0.054,0.281,0.054,0.295,0.463,0.180,0.054,0.210,0.295,0.380,0.054,0.054,0.054,0.054,0.054,0.054,0.295,0.054,0.050,0.054,0.054,0.310,0.378,0.275,0.054,0.206,0.054,0.059,0.275,0.206,0.058,0.054,0.054,0.054,0.295,0.054,0.054,0.054,0.054,0.054,0.054
87,87,0.943,0.943,0.956,0.943,0.943,0.943,0.822,0.943,0.943,0.801,0.956,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.833,0.943,0.956,0.943,0.837,0.866,0.943,0.943,0.837,0.837,0.943,0.943,0.943,0.943,0.943,0.943,0.793,0.943,0.943,0.943,0.943,0.943,0.866,0.837,0.943,0.943,0.943,0.943,0.943,0.793,0.943,0.943,0.837,0.837,0.943,0.943,0.793,0.943,0.943,0.943,0.943,0.943
88,88,0.735,0.735,0.948,0.735,0.735,0.951,0.735,0.735,0.735,0.735,0.950,0.735,0.735,0.735,0.751,0.735,0.735,0.735,0.735,0.735,0.735,0.951,0.735,0.735,0.948,0.735,0.880,0.735,0.735,0.948,0.735,0.735,0.735,0.735,0.735,0.735,0.948,0.735,0.948,0.735,0.735,0.872,0.872,0.735,0.735,0.872,0.735,0.735,0.872,0.735,0.560,0.735,0.735,0.735,0.948,0.735,0.735,0.735,0.735,0.735,0.735
89,89,0.688,0.688,0.899,0.688,0.688,0.688,0.683,0.688,0.688,0.688,0.718,0.519,0.688,0.688,0.489,0.688,0.688,0.688,0.519,0.688,0.688,0.976,0.688,0.688,0.899,0.688,0.688,0.688,0.664,0.899,0.688,0.519,0.688,0.519,0.688,0.688,0.635,0.688,0.522,0.688,0.688,0.976,0.913,0.688,0.688,0.976,0.688,0.688,0.688,0.601,0.688,0.688,0.688,0.688,0.520,0.688,0.688,0.688,0.688,0.688,0.688
90,90,0.971,0.971,0.990,0.971,0.971,0.988,0.944,0.971,0.971,0.971,0.990,0.913,0.913,0.913,0.796,0.913,0.971,0.971,0.971,0.971,0.971,0.990,0.971,0.939,0.940,0.932,0.940,0.932,0.939,0.940,0.971,0.893,0.913,0.971,0.893,0.909,0.736,0.913,0.940,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.987,0.764,0.764,0.936,0.764,0.741,0.968,0.893,0.971,0.893,0.971
91,91,0.070,0.070,0.633,0.070,0.234,0.776,0.560,0.070,0.082,0.401,0.694,0.067,0.070,0.070,0.216,0.070,0.070,0.070,0.067,0.070,0.070,0.722,0.070,0.065,0.672,0.070,0.070,0.560,0.582,0.633,0.070,0.070,0.070,0.070,0.070,0.070,0.068,0.070,0.068,0.070,0.070,0.642,0.672,0.070,0.070,0.459,0.070,0.234,0.539,0.070,0.070,0.070,0.070,0.070,0.070,0.070,0.067,0.070,0.070,0.070,0.070
92,92,0.901,0.901,0.911,0.901,0.573,0.964,0.761,0.901,0.901,0.796,0.731,0.696,0.901,0.901,0.669,0.901,0.901,0.901,0.696,0.901,0.901,0.911,0.901,0.847,0.917,0.901,0.901,0.847,0.761,0.917,0.901,0.696,0.901,0.696,0.901,0.901,0.676,0.901,0.695,0.901,0.901,0.901,0.597,0.901,0.901,0.882,0.566,0.901,0.901,0.882,0.917,0.560,0.642,0.800,0.560,0.901,0.591,0.901,0.901,0.901,0.901
93,93,0.966,0.966,0.970,0.947,0.966,0.966,0.918,0.935,0.966,0.966,0.970,0.966,0.961,0.966,0.887,0.961,0.966,0.966,0.966,0.966,0.966,0.970,0.935,0.966,0.961,0.966,0.904,0.966,0.966,0.966,0.966,0.779,0.961,0.966,0.779,0.906,0.904,0.961,0.779,0.966,0.964,0.961,0.949,0.966,0.966,0.966,0.966,0.912,0.966,0.966,0.966,0.869,0.966,0.917,0.912,0.897,0.910,0.779,0.966,0.966,0.964
94,94,0.792,0.792,0.979,0.792,0.792,0.927,0.673,0.792,0.792,0.792,0.979,0.792,0.792,0.792,0.604,0.792,0.792,0.792,0.792,0.792,0.792,0.979,0.792,0.792,0.779,0.792,0.979,0.792,0.792,0.801,0.792,0.792,0.792,0.792,0.792,0.792,0.779,0.792,0.979,0.792,0.792,0.792,0.792,0.792,0.792,0.792,0.792,0.792,0.792,0.792,0.801,0.792,0.792,0.792,0.779,0.792,0.792,0.792,0.792,0.792,0.792
95,95,0.913,0.955,0.914,0.948,0.848,0.890,0.925,0.959,0.913,0.848,0.914,0.913,0.760,0.913,0.895,0.894,0.913,0.894,0.913,0.913,0.913,0.913,0.955,0.913,0.940,0.913,0.957,0.954,0.913,0.956,0.913,0.913,0.890,0.913,0.890,0.913,0.806,0.913,0.956,0.913,0.913,0.913,0.913,0.953,0.957,0.932,0.932,0.949,0.957,0.913,0.913,0.913,0.913,0.932,0.949,0.913,0.957,0.914,0.913,0.913,0.949
96,96,0.950,0.950,0.950,0.950,0.851,0.851,0.950,0.950,0.950,0.851,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.848,0.851,0.950,0.950,0.851,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.848,0.950,0.948,0.950,0.950,0.950,0.848,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.848,0.950,0.950,0.950,0.950,0.950,0.950
97,97,0.961,0.961,0.961,0.961,0.826,0.961,0.850,0.961,0.961,0.826,0.961,0.961,0.961,0.961,0.945,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.850,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.847,0.961,0.961,0.961,0.961,0.836,0.836,0.961,0.961,0.961,0.836,0.961,0.836,0.961,0.961,0.850,0.824,0.836,0.847,0.850,0.847,0.961,0.961,0.961,0.961
98,98,0.743,0.743,0.734,0.743,0.743,0.961,0.864,0.743,0.743,0.743,0.731,0.419,0.410,0.419,0.864,0.419,0.743,0.743,0.419,0.743,0.743,0.778,0.743,0.869,0.725,0.743,0.743,0.743,0.869,0.773,0.743,0.444,0.419,0.743,0.444,0.743,0.698,0.743,0.836,0.743,0.743,0.761,0.761,0.743,0.743,0.618,0.743,0.671,0.442,0.775,0.687,0.427,0.427,0.743,0.605,0.743,0.743,0.444,0.442,0.444,0.743
99,99,0.039,0.039,0.563,0.039,0.136,0.655,0.243,0.039,0.039,0.136,0.563,0.039,0.039,0.039,0.043,0.039,0.039,0.039,0.039,0.039,0.039,0.515,0.039,0.039,0.594,0.039,0.039,0.288,0.181,0.181,0.039,0.039,0.039,0.039,0.039,0.166,0.039,0.039,0.039,0.039,0.039,0.594,0.594,0.039,0.039,0.249,0.039,0.039,0.185,0.039,0.039,0.039,0.039,0.168,0.039,0.039,0.039,0.039,0.039,0.039,0.039
100,100,0.500,0.500,0.983,0.500,0.500,0.770,0.621,0.500,0.500,0.500,0.983,0.500,0.500,0.500,0.496,0.500,0.500,0.500,0.500,0.500,0.500,0.926,0.500,0.500,0.798,0.500,0.500,0.500,0.500,0.814,0.500,0.500,0.500,0.500,0.500,0.500,0.747,0.500,0.809,0.500,0.500,0.933,0.933,0.500,0.500,0.933,0.500,0.500,0.933,0.500,0.500,0.500,0.500,0.500,0.793,0.500,0.500,0.500,0.500,0.500,0.500
101,101,0.926,0.926,0.969,0.926,0.926,0.833,0.467,0.926,0.926,0.926,0.737,0.616,0.926,0.926,0.512,0.926,0.926,0.926,0.630,0.926,0.926,0.926,0.926,0.727,0.891,0.724,0.926,0.926,0.727,0.891,0.926,0.616,0.926,0.616,0.926,0.926,0.782,0.926,0.643,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.453,0.670,0.926,0.577,0.530,0.530,0.926,0.926,0.926,0.926
102,102,0.903,0.903,0.927,0.903,0.903,0.967,0.903,0.903,0.903,0.903,0.926,0.620,0.636,0.620,0.944,0.620,0.903,0.903,0.633,0.903,0.903,0.832,0.903,0.903,0.924,0.903,0.915,0.903,0.903,0.924,0.903,0.589,0.620,0.903,0.589,0.903,0.708,0.903,0.708,0.903,0.903,0.949,0.957,0.903,0.903,0.807,0.903,0.633,0.619,0.903,0.873,0.628,0.628,0.903,0.924,0.903,0.903,0.589,0.619,0.589,0.903
103,103,0.985,0.985,0.985,0.985,0.985,0.985,0.842,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.924,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.930,0.842,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.856,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.856,0.856,0.985,0.842,0.842,0.856,0.985,0.985,0.985,0.985
104,104,0.976,0.976,0.976,0.976,0.933,0.902,0.916,0.976,0.976,0.902,0.976,0.976,0.917,0.976,0.981,0.917,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.907,0.976,0.933,0.976,0.955,0.907,0.976,0.976,0.910,0.917,0.976,0.910,0.976,0.878,0.917,0.910,0.976,0.937,0.976,0.910,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.910,0.976,0.976,0.766,0.976,0.976,0.910,0.976,0.976,0.937
105,105,0.938,0.938,0.938,0.938,0.938,0.902,0.751,0.938,0.938,0.788,0.938,0.938,0.938,0.938,0.782,0.938,0.938,0.938,0.938,0.938,0.938,0.938,0.938,0.775,0.938,0.734,0.938,0.796,0.775,0.938,0.938,0.938,0.938,0.938,0.938,0.938,0.796,0.938,0.938,0.938,0.938,0.779,0.796,0.938,0.938,0.938,0.938,0.938,0.938,0.938,0.938,0.938,0.796,0.938,0.796,0.938,0.665,0.938,0.938,0.938,0.938
106,106,0.930,0.930,0.941,0.930,0.930,0.973,0.930,0.930,0.930,0.930,0.940,0.693,0.706,0.693,0.958,0.693,0.930,0.930,0.693,0.930,0.930,0.941,0.930,0.930,0.938,0.930,0.935,0.930,0.930,0.938,0.930,0.652,0.693,0.930,0.652,0.930,0.938,0.930,0.938,0.930,0.930,0.961,0.966,0.930,0.930,0.844,0.930,0.844,0.700,0.930,0.906,0.692,0.692,0.930,0.938,0.930,0.930,0.652,0.700,0.652,0.930
107,107,0.676,0.935,0.676,0.986,0.676,0.752,0.676,0.676,0.986,0.676,0.676,0.676,0.676,0.676,0.673,0.676,0.676,0.676,0.676,0.676,0.986,0.676,0.676,0.676,0.676,0.309,0.745,0.958,0.958,0.745,0.676,0.676,0.676,0.676,0.676,0.676,0.745,0.676,0.745,0.676,0.676,0.958,0.958,0.676,0.676,0.958,0.958,0.676,0.958,0.676,0.676,0.676,0.676,0.676,0.305,0.676,0.676,0.676,0.676,0.676,0.676
108,108,0.100,0.864,0.691,0.928,0.100,0.569,0.926,0.940,0.100,0.100,0.692,0.100,0.100,0.100,0.089,0.100,0.100,0.100,0.100,0.100,0.100,0.314,0.921,0.923,0.951,0.447,0.100,0.923,0.923,0.941,0.100,0.100,0.100,0.100,0.100,0.100,0.455,0.100,0.955,0.100,0.100,0.927,0.951,0.927,0.951,0.926,0.100,0.927,0.951,0.951,0.131,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100
