,id,base,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59
54,54,0.331,0.331,0.331,0.331,0.331,0.331,0.331,0.331,0.331,0.331,0.331,0.506,0.204,0.331,0.331,0.331,0.506,0.331,0.331,0.720,0.331,0.331,0.331,0.331,0.331,0.331,0.331,0.331,0.331,0.331,0.331,0.331,0.331,0.331,0.331,0.331,0.331,0.506,0.331,0.331,0.331,0.331,0.331,0.331,0.331,0.331,0.331,0.331,0.331,0.331,0.331,0.537,0.331,0.331,0.331,0.331,0.331,0.331,0.331,0.331,0.331
55,55,0.851,0.851,0.851,0.851,0.851,0.851,0.745,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.251,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.233,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.693,0.851,0.851,0.851,0.851,0.245,0.851,0.851
56,56,0.166,0.166,0.235,0.166,0.166,0.166,0.485,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.150,0.166,0.075,0.166,0.166,0.239,0.883,0.166,0.166,0.166,0.166,0.414,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.883,0.528,0.166,0.166,0.204,0.166,0.166,0.166,0.150,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.166
57,57,0.602,0.602,0.602,0.602,0.602,0.602,0.617,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.562,0.602,0.602,0.602,0.602,0.602,0.913,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.913,0.237,0.602,0.602,0.120,0.602,0.602,0.602,0.602,0.602,0.278,0.602,0.087,0.602,0.602,0.602,0.602,0.602
58,58,0.708,0.708,0.708,0.708,0.708,0.708,0.364,0.708,0.708,0.708,0.708,0.316,0.708,0.708,0.708,0.708,0.740,0.787,0.708,0.415,0.708,0.708,0.708,0.708,0.708,0.708,0.073,0.708,0.708,0.708,0.708,0.126,0.790,0.708,0.708,0.708,0.708,0.285,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.273,0.436,0.708,0.708,0.437,0.708,0.708,0.708,0.708,0.708
59,59,0.658,0.658,0.527,0.658,0.658,0.652,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.581,0.658,0.658,0.658,0.658,0.658,0.975,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.975,0.975,0.658,0.658,0.975,0.658,0.658,0.658,0.646,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658
60,60,0.012,0.066,0.016,0.012,0.066,0.005,0.072,0.012,0.012,0.012,0.066,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.006,0.012,0.066,0.103,0.334,0.007,0.012,0.012,0.005,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.005,0.012,0.012,0.012,0.010,0.075,0.334,0.215,0.007,0.066,0.050,0.012,0.012,0.004,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012
61,61,0.019,0.019,0.019,0.226,0.019,0.040,0.149,0.019,0.019,0.019,0.019,0.226,0.019,0.019,0.019,0.019,0.226,0.019,0.019,0.019,0.019,0.019,0.038,0.019,0.226,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.229,0.019,0.019,0.019,0.030,0.039,0.163,0.022,0.030,0.803,0.258,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019
62,62,0.468,0.468,0.468,0.489,0.468,0.468,0.567,0.468,0.468,0.468,0.468,0.505,0.468,0.468,0.468,0.468,0.505,0.468,0.468,0.485,0.468,0.468,0.468,0.468,0.468,0.468,0.239,0.468,0.468,0.468,0.468,0.468,0.173,0.468,0.468,0.468,0.468,0.526,0.468,0.468,0.468,0.468,0.468,0.468,0.370,0.637,0.370,0.468,0.468,0.468,0.468,0.431,0.525,0.468,0.083,0.710,0.468,0.468,0.468,0.528,0.468
63,63,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.020,0.688,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.068,0.776,0.068,0.776,0.776,0.776,0.776,0.071,0.068,0.068,0.776,0.776,0.776,0.776,0.776,0.020,0.776
64,64,0.014,0.109,0.014,0.014,0.109,0.031,0.079,0.014,0.014,0.014,0.109,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.079,0.014,0.015,0.014,0.109,0.053,0.014,0.109,0.014,0.014,0.018,0.053,0.014,0.014,0.014,0.014,0.014,0.014,0.569,0.014,0.014,0.014,0.109,0.019,0.014,0.014,0.014,0.031,0.014,0.051,0.014,0.014,0.079,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
65,65,0.613,0.613,0.613,0.613,0.613,0.613,0.572,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.084,0.691,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.764,0.613,0.613,0.084,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.575,0.613,0.613,0.801,0.613,0.613,0.119,0.613,0.613,0.613,0.089,0.613,0.613
66,66,0.422,0.422,0.422,0.422,0.422,0.422,0.422,0.422,0.422,0.422,0.422,0.422,0.264,0.422,0.422,0.422,0.422,0.422,0.128,0.195,0.422,0.422,0.422,0.422,0.422,0.422,0.422,0.422,0.422,0.422,0.422,0.422,0.422,0.422,0.422,0.422,0.422,0.422,0.422,0.422,0.422,0.422,0.422,0.422,0.079,0.422,0.079,0.422,0.422,0.422,0.422,0.095,0.079,0.076,0.168,0.422,0.422,0.422,0.422,0.078,0.422
67,67,0.157,0.157,0.033,0.157,0.157,0.127,0.474,0.157,0.157,0.157,0.157,0.157,0.157,0.157,0.157,0.157,0.157,0.157,0.157,0.157,0.157,0.010,0.157,0.157,0.080,0.157,0.157,0.157,0.157,0.079,0.157,0.157,0.157,0.157,0.157,0.157,0.157,0.082,0.157,0.157,0.157,0.157,0.010,0.094,0.157,0.157,0.092,0.022,0.157,0.157,0.157,0.157,0.157,0.157,0.157,0.157,0.157,0.157,0.157,0.157,0.157
68,68,0.345,0.345,0.345,0.345,0.345,0.345,0.138,0.345,0.345,0.345,0.345,0.044,0.092,0.345,0.345,0.345,0.345,0.388,0.345,0.231,0.345,0.345,0.345,0.345,0.423,0.345,0.345,0.345,0.345,0.345,0.345,0.085,0.345,0.345,0.345,0.345,0.345,0.154,0.345,0.345,0.345,0.345,0.345,0.345,0.345,0.345,0.345,0.349,0.345,0.345,0.345,0.147,0.129,0.345,0.345,0.129,0.345,0.345,0.345,0.345,0.345
69,69,0.082,0.648,0.115,0.082,0.648,0.082,0.115,0.082,0.082,0.082,0.648,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.009,0.082,0.082,0.050,0.082,0.648,0.104,0.082,0.050,0.082,0.082,0.082,0.104,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.025,0.025,0.082,0.017,0.017,0.006,0.064,0.082,0.082,0.025,0.082,0.082,0.093,0.082,0.082,0.082,0.082,0.082,0.082,0.082
70,70,0.480,0.480,0.480,0.480,0.480,0.480,0.313,0.480,0.480,0.480,0.480,0.480,0.480,0.480,0.480,0.480,0.480,0.480,0.480,0.880,0.480,0.480,0.480,0.480,0.480,0.480,0.480,0.480,0.480,0.480,0.480,0.480,0.480,0.480,0.480,0.480,0.480,0.203,0.480,0.480,0.480,0.480,0.480,0.480,0.480,0.480,0.480,0.480,0.480,0.480,0.480,0.285,0.480,0.480,0.480,0.480,0.480,0.480,0.480,0.480,0.480
71,71,0.123,0.698,0.123,0.123,0.698,0.123,0.269,0.123,0.123,0.123,0.698,0.039,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.231,0.123,0.066,0.123,0.698,0.123,0.123,0.698,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.554,0.123,0.123,0.123,0.698,0.066,0.123,0.123,0.066,0.123,0.571,0.123,0.123,0.066,0.231,0.123,0.039,0.039,0.123,0.123,0.123,0.123,0.123,0.123
72,72,0.329,0.329,0.262,0.329,0.329,0.418,0.589,0.329,0.329,0.329,0.329,0.092,0.329,0.329,0.329,0.329,0.329,0.589,0.329,0.182,0.329,0.329,0.247,0.329,0.329,0.329,0.048,0.329,0.329,0.418,0.329,0.310,0.329,0.329,0.329,0.329,0.329,0.143,0.329,0.329,0.329,0.302,0.234,0.329,0.329,0.302,0.435,0.329,0.329,0.329,0.329,0.240,0.316,0.329,0.191,0.286,0.329,0.329,0.232,0.329,0.329
73,73,0.054,0.054,0.054,0.054,0.054,0.054,0.247,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.056,0.054,0.054,0.054,0.054,0.234,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.128,0.054,0.056,0.054,0.054,0.054,0.205,0.054,0.054,0.054,0.054,0.054
74,74,0.244,0.244,0.244,0.244,0.244,0.615,0.678,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.331,0.244,0.244,0.349,0.244,0.388,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.896,0.244,0.244,0.244,0.244,0.244,0.225,0.244,0.244,0.635,0.244,0.244,0.244,0.244,0.331,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.244
75,75,0.091,0.091,0.091,0.091,0.091,0.396,0.627,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.079,0.113,0.091,0.079,0.091,0.091,0.091,0.091,0.079,0.079,0.091,0.091,0.091,0.091,0.091,0.091,0.503,0.091,0.091,0.091,0.291,0.291,0.397,0.319,0.291,0.432,0.069,0.091,0.091,0.069,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091
76,76,0.490,0.490,0.490,0.490,0.490,0.045,0.613,0.490,0.490,0.490,0.490,0.490,0.490,0.490,0.490,0.490,0.490,0.490,0.490,0.490,0.490,0.490,0.490,0.490,0.318,0.860,0.490,0.490,0.490,0.490,0.490,0.490,0.490,0.490,0.490,0.490,0.490,0.045,0.490,0.490,0.490,0.490,0.490,0.860,0.304,0.490,0.490,0.304,0.490,0.135,0.490,0.490,0.490,0.045,0.490,0.135,0.027,0.490,0.045,0.490,0.490
77,77,0.046,0.046,0.046,0.046,0.046,0.191,0.400,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.047,0.046,0.046,0.046,0.046,0.340,0.828,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.024,0.046,0.046,0.046,0.046,0.046,0.686,0.275,0.046,0.152,0.275,0.046,0.046,0.046,0.047,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046
78,78,0.089,0.645,0.089,0.089,0.645,0.089,0.176,0.089,0.089,0.089,0.645,0.042,0.089,0.089,0.089,0.089,0.106,0.089,0.089,0.218,0.089,0.048,0.089,0.645,0.089,0.089,0.645,0.089,0.089,0.089,0.089,0.084,0.089,0.089,0.089,0.089,0.089,0.526,0.089,0.089,0.089,0.645,0.048,0.089,0.089,0.048,0.089,0.610,0.089,0.089,0.048,0.218,0.089,0.178,0.089,0.089,0.089,0.089,0.115,0.089,0.089
79,79,0.115,0.115,0.145,0.115,0.115,0.335,0.478,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.217,0.115,0.061,0.115,0.115,0.364,0.115,0.115,0.115,0.115,0.043,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.082,0.115,0.115,0.115,0.115,0.115,0.145,0.115,0.115,0.177,0.115,0.115,0.115,0.115,0.217,0.115,0.115,0.115,0.115,0.115,0.115,0.018,0.115,0.115
80,80,0.246,0.246,0.246,0.246,0.246,0.246,0.285,0.246,0.246,0.246,0.246,0.246,0.246,0.246,0.246,0.246,0.246,0.246,0.246,0.232,0.246,0.033,0.246,0.246,0.246,0.246,0.033,0.246,0.246,0.246,0.246,0.246,0.232,0.246,0.246,0.246,0.246,0.246,0.246,0.246,0.246,0.029,0.246,0.246,0.246,0.246,0.035,0.246,0.246,0.246,0.246,0.246,0.246,0.246,0.246,0.232,0.246,0.246,0.246,0.246,0.246
81,81,0.008,0.008,0.008,0.008,0.008,0.007,0.102,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.035,0.008,0.008,0.272,0.482,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.004,0.005,0.482,0.068,0.008,0.003,0.176,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008
82,82,0.092,0.092,0.092,0.092,0.092,0.092,0.460,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.179,0.092,0.037,0.092,0.092,0.385,0.092,0.037,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.044,0.092,0.092,0.092,0.017,0.017,0.092,0.092,0.092,0.092,0.056,0.092,0.092,0.092,0.179,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092
83,83,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.916,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.118,0.734,0.734,0.734,0.734,0.734,0.734
84,84,0.973,0.973,0.973,0.973,0.973,0.892,0.967,0.973,0.973,0.973,0.973,0.973,0.882,0.967,0.967,0.973,0.973,0.973,0.973,0.783,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.907,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.891,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973
85,85,0.138,0.495,0.099,0.138,0.495,0.156,0.138,0.138,0.138,0.138,0.495,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.188,0.138,0.086,0.138,0.495,0.174,0.138,0.050,0.138,0.138,0.138,0.174,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.104,0.104,0.138,0.018,0.018,0.495,0.138,0.138,0.138,0.104,0.188,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138
86,86,0.053,0.053,0.053,0.053,0.034,0.053,0.123,0.053,0.053,0.053,0.053,0.055,0.084,0.053,0.053,0.053,0.053,0.053,0.053,0.150,0.053,0.053,0.053,0.053,0.053,0.053,0.045,0.034,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.018,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.034,0.034,0.053,0.053,0.053,0.053,0.087,0.053,0.053,0.020,0.053,0.053,0.053,0.032,0.053,0.053
87,87,0.229,0.229,0.229,0.229,0.229,0.199,0.092,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.080,0.229,0.252,0.229,0.229,0.229,0.229,0.212,0.229,0.229,0.229,0.229,0.229,0.229,0.304,0.458,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.357,0.229,0.033,0.276,0.229,0.066,0.242,0.229,0.229,0.139,0.229,0.229
88,88,0.025,0.025,0.010,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.101,0.025,0.044,0.025,0.025,0.025,0.049,0.189,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.049,0.049,0.025,0.118,0.025,0.025,0.025,0.025,0.059,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
89,89,0.095,0.370,0.095,0.095,0.370,0.044,0.250,0.095,0.095,0.095,0.370,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.217,0.095,0.017,0.095,0.370,0.095,0.095,0.012,0.095,0.095,0.054,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.054,0.095,0.095,0.095,0.018,0.018,0.043,0.012,0.012,0.021,0.095,0.095,0.095,0.012,0.217,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095
90,90,0.333,0.333,0.333,0.333,0.333,0.266,0.342,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.453,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.045,0.384,0.333,0.333,0.333,0.333,0.713,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.371,0.333,0.333,0.333,0.333,0.333,0.384,0.555,0.333,0.384,0.333,0.333,0.437,0.333,0.333
91,91,0.018,0.018,0.018,0.018,0.014,0.018,0.040,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.041,0.018,0.018,0.018,0.018,0.018,0.018,0.011,0.014,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.014,0.018,0.018,0.018,0.014,0.014,0.018,0.018,0.018,0.018,0.061,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018
92,92,0.016,0.016,0.016,0.016,0.016,0.183,0.088,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.213,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.118,0.016,0.016,0.016,0.016,0.016,0.607,0.056,0.016,0.605,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016
93,93,0.321,0.321,0.321,0.790,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.790,0.128,0.321,0.321,0.321,0.790,0.321,0.321,0.720,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.205,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321
94,94,0.118,0.118,0.118,0.118,0.118,0.454,0.795,0.118,0.118,0.118,0.118,0.118,0.118,0.118,0.118,0.118,0.118,0.118,0.118,0.118,0.118,0.078,0.381,0.118,0.118,0.685,0.118,0.118,0.118,0.078,0.118,0.118,0.118,0.118,0.118,0.118,0.118,0.078,0.118,0.118,0.118,0.118,0.118,0.381,0.759,0.118,0.381,0.118,0.118,0.118,0.118,0.140,0.118,0.140,0.118,0.118,0.118,0.118,0.118,0.118,0.118
95,95,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.829,0.901,0.936,0.936,0.936,0.767,0.936,0.936,0.854,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.525,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.791,0.936,0.936,0.936,0.936,0.936,0.936,0.525,0.936,0.936
96,96,0.164,0.164,0.164,0.164,0.164,0.325,0.323,0.164,0.164,0.164,0.164,0.156,0.164,0.164,0.164,0.164,0.156,0.164,0.164,0.378,0.164,0.164,0.166,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.384,0.164,0.164,0.164,0.164,0.066,0.164,0.164,0.164,0.093,0.164,0.063,0.164,0.164,0.402,0.164,0.164,0.164,0.164,0.164,0.164,0.072,0.164,0.164
97,97,0.967,0.967,0.967,0.967,0.967,0.967,0.130,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.361,0.967,0.615,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.074,0.967,0.525,0.025,0.967,0.967,0.967,0.967,0.967,0.967
98,98,0.804,0.804,0.804,0.804,0.804,0.680,0.203,0.804,0.804,0.804,0.804,0.378,0.804,0.804,0.804,0.804,0.804,0.804,0.364,0.300,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.436,0.804,0.804,0.804,0.804,0.804,0.312,0.804,0.804,0.804,0.804,0.804,0.904,0.804,0.804,0.804,0.804,0.804,0.644,0.804,0.881,0.731,0.221,0.644,0.168,0.214,0.804,0.206,0.804,0.804
99,99,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.676,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.676,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897
100,100,0.351,0.115,0.351,0.351,0.351,0.222,0.080,0.115,0.142,0.351,0.115,0.279,0.351,0.351,0.351,0.351,0.296,0.351,0.351,0.351,0.351,0.101,0.322,0.351,0.351,0.351,0.077,0.351,0.351,0.351,0.351,0.298,0.351,0.351,0.351,0.351,0.351,0.270,0.351,0.351,0.351,0.330,0.351,0.351,0.351,0.330,0.072,0.351,0.351,0.351,0.351,0.351,0.351,0.351,0.070,0.255,0.070,0.351,0.068,0.351,0.351
101,101,0.024,0.024,0.010,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.082,0.024,0.258,0.024,0.024,0.102,0.045,0.189,0.024,0.024,0.024,0.102,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.194,0.045,0.045,0.024,0.090,0.024,0.021,0.024,0.024,0.036,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024
102,102,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.428,0.861,0.861,0.861,0.861,0.861,0.992,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.391,0.861,0.861,0.861,0.861,0.861,0.861,0.074,0.861,0.391,0.861,0.861,0.861,0.861,0.861,0.861,0.861
103,103,0.094,0.094,0.094,0.094,0.094,0.205,0.088,0.094,0.094,0.094,0.094,0.230,0.166,0.194,0.194,0.094,0.228,0.207,0.094,0.271,0.094,0.094,0.094,0.094,0.337,0.094,0.094,0.094,0.094,0.094,0.159,0.094,0.094,0.094,0.094,0.094,0.094,0.067,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.353,0.094,0.094,0.094,0.091,0.094,0.046,0.062,0.094,0.094,0.094,0.057,0.094,0.094
104,104,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.811,0.149,0.306,0.306,0.306,0.811,0.306,0.306,0.682,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.771,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306
105,105,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.660,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.963,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.797,0.963,0.929,0.929,0.963,0.929,0.929,0.929,0.929,0.929
106,106,0.084,0.300,0.084,0.084,0.300,0.084,0.140,0.084,0.084,0.084,0.300,0.084,0.084,0.084,0.084,0.084,0.084,0.084,0.084,0.321,0.084,0.027,0.084,0.300,0.084,0.084,0.016,0.084,0.084,0.084,0.084,0.084,0.084,0.084,0.084,0.084,0.084,0.084,0.084,0.084,0.084,0.050,0.025,0.084,0.035,0.019,0.010,0.084,0.084,0.084,0.025,0.174,0.084,0.084,0.084,0.084,0.084,0.084,0.084,0.084,0.084
107,107,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.872,0.930,0.930,0.930,0.930,0.930,0.408,0.849,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.733,0.930,0.930,0.733,0.733,0.733,0.930,0.930,0.930,0.930,0.560,0.733,0.733,0.930,0.930,0.930,0.930,0.930,0.450,0.930
108,108,0.869,0.869,0.869,0.869,0.869,0.856,0.535,0.869,0.869,0.869,0.869,0.717,0.869,0.869,0.869,0.869,0.873,0.869,0.869,0.528,0.869,0.869,0.869,0.869,0.835,0.869,0.869,0.869,0.869,0.869,0.835,0.869,0.877,0.869,0.869,0.869,0.869,0.783,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.253,0.877,0.869,0.543,0.795,0.869,0.869,0.738,0.869,0.869
