,id,base,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36
88,88,0.025,0.025,0.045,0.025,0.025,0.025,0.025,0.031,0.025,0.035,0.025,0.157,0.031,0.025,0.025,0.025,0.157,0.025,0.025,0.025,0.004,0.157,0.025,0.025,0.025,0.105,0.025,0.104,0.025,0.015,0.025,0.027,0.041,0.025,0.006,0.031,0.070,0.027
89,89,0.095,0.095,0.103,0.095,0.095,0.095,0.095,0.103,0.042,0.319,0.042,0.095,0.103,0.095,0.095,0.095,0.095,0.095,0.095,0.205,0.042,0.095,0.095,0.095,0.095,0.031,0.205,0.317,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.042,0.095,0.095
90,90,0.333,0.560,0.318,0.333,0.056,0.333,0.530,0.116,0.333,0.333,0.333,0.333,0.116,0.333,0.055,0.355,0.333,0.055,0.333,0.055,0.333,0.333,0.333,0.333,0.333,0.302,0.055,0.333,0.569,0.381,0.333,0.569,0.333,0.333,0.333,0.588,0.121,0.569
91,91,0.018,0.005,0.093,0.018,0.005,0.018,0.102,0.032,0.019,0.018,0.014,0.147,0.032,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.010,0.008,0.018,0.102,0.018,0.018,0.018,0.088,0.018,0.018,0.018,0.015,0.020,0.018,0.020,0.010,0.018,0.015
92,92,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.019,0.016,0.016,0.016,0.016,0.019,0.019,0.019,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016
93,93,0.321,0.545,0.727,0.545,0.545,0.321,0.333,0.271,0.321,0.321,0.321,0.321,0.271,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.681,0.321,0.321,0.321,0.321,0.321,0.411,0.321,0.492,0.612,0.321
94,94,0.118,0.118,0.288,0.118,0.118,0.118,0.118,0.288,0.118,0.118,0.118,0.441,0.288,0.118,0.118,0.118,0.118,0.118,0.118,0.143,0.118,0.146,0.118,0.118,0.143,0.118,0.143,0.146,0.118,0.118,0.118,0.118,0.118,0.118,0.118,0.146,0.118,0.118
95,95,0.936,0.841,0.936,0.995,0.841,0.936,0.937,0.947,0.936,0.936,0.936,0.936,0.947,0.936,0.295,0.936,0.936,0.295,0.936,0.295,0.936,0.936,0.936,0.936,0.936,0.936,0.295,0.937,0.435,0.102,0.936,0.435,0.936,0.936,0.936,0.936,0.295,0.435
96,96,0.164,0.158,0.129,0.157,0.117,0.390,0.278,0.192,0.164,0.164,0.164,0.164,0.192,0.164,0.074,0.210,0.164,0.074,0.164,0.204,0.164,0.164,0.164,0.164,0.144,0.164,0.204,0.324,0.091,0.065,0.164,0.091,0.164,0.164,0.164,0.373,0.204,0.091
97,97,0.967,0.967,0.903,0.988,0.967,0.967,0.988,0.877,0.967,0.967,0.967,0.564,0.877,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.065,0.967,0.967,0.967,0.967,0.967,0.967,0.393,0.967,0.967,0.967,0.023,0.967,0.967,0.967,0.995,0.967,0.023
98,98,0.804,0.532,0.694,0.804,0.331,0.804,0.186,0.707,0.804,0.788,0.804,0.944,0.707,0.361,0.331,0.788,0.804,0.341,0.804,0.331,0.804,0.804,0.804,0.570,0.804,0.804,0.331,0.891,0.496,0.241,0.804,0.496,0.804,0.766,0.804,0.837,0.315,0.496
99,99,0.897,0.967,0.978,0.967,0.967,0.897,0.897,0.963,0.897,0.897,0.897,0.897,0.963,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.855,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897
100,100,0.351,0.236,0.313,0.276,0.291,0.351,0.351,0.379,0.111,0.372,0.351,0.361,0.379,0.351,0.358,0.351,0.351,0.358,0.351,0.358,0.292,0.351,0.351,0.351,0.392,0.351,0.358,0.351,0.245,0.353,0.245,0.304,0.325,0.351,0.095,0.288,0.403,0.304
101,101,0.024,0.024,0.033,0.024,0.024,0.024,0.024,0.053,0.077,0.039,0.024,0.030,0.053,0.024,0.024,0.024,0.139,0.024,0.024,0.024,0.004,0.139,0.024,0.024,0.024,0.081,0.024,0.087,0.024,0.014,0.024,0.008,0.069,0.024,0.008,0.030,0.042,0.008
102,102,0.861,0.861,0.882,0.861,0.861,0.861,0.952,0.882,0.861,0.861,0.861,0.389,0.882,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.389,0.861,0.861,0.861,0.861,0.861,0.409,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.389,0.861,0.861
103,103,0.094,0.032,0.104,0.449,0.032,0.093,0.229,0.108,0.094,0.105,0.094,0.315,0.108,0.094,0.126,0.094,0.094,0.126,0.094,0.126,0.094,0.094,0.094,0.552,0.094,0.130,0.126,0.515,0.094,0.023,0.094,0.194,0.094,0.094,0.094,0.275,0.075,0.194
104,104,0.306,0.256,0.362,0.256,0.256,0.306,0.362,0.241,0.306,0.306,0.306,0.306,0.241,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.853,0.306,0.362,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.603,0.306,0.306
105,105,0.929,0.929,0.980,0.929,0.929,0.929,0.975,0.975,0.929,0.929,0.929,0.929,0.975,0.929,0.929,0.963,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.975,0.963,0.929,0.963,0.963,0.929,0.929,0.929,0.929,0.929,0.963
106,106,0.084,0.084,0.046,0.084,0.084,0.084,0.084,0.048,0.153,0.176,0.056,0.084,0.048,0.084,0.084,0.084,0.084,0.084,0.084,0.084,0.056,0.084,0.056,0.084,0.084,0.157,0.084,0.228,0.084,0.084,0.084,0.167,0.082,0.056,0.056,0.167,0.084,0.167
107,107,0.930,0.930,0.931,0.930,0.930,0.930,0.931,0.926,0.930,0.930,0.930,0.930,0.926,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.659,0.930,0.775,0.930,0.354,0.659,0.930,0.354,0.354,0.930,0.354
108,108,0.869,0.825,0.869,0.676,0.825,0.940,0.940,0.813,0.869,0.869,0.869,0.869,0.813,0.869,0.581,0.820,0.949,0.581,0.869,0.541,0.869,0.869,0.869,0.869,0.869,0.449,0.541,0.938,0.820,0.324,0.920,0.820,0.869,0.869,0.869,0.691,0.848,0.820
109,109,0.029,0.221,0.033,0.221,0.221,0.029,0.029,0.134,0.029,0.029,0.029,0.029,0.134,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.244,0.029,0.141,0.029,0.033,0.029,0.029,0.029,0.029,0.029,0.207,0.033,0.029
110,110,0.073,0.073,0.538,0.066,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.538,0.073,0.073,0.066,0.073,0.073,0.073,0.123,0.073,0.073,0.066,0.073,0.073,0.073,0.073,0.123,0.073,0.073,0.066,0.066,0.073,0.123
111,111,0.864,0.606,0.761,0.864,0.606,0.864,0.929,0.608,0.864,0.864,0.864,0.990,0.608,0.864,0.470,0.731,0.864,0.305,0.864,0.470,0.864,0.990,0.864,0.864,0.864,0.833,0.470,0.427,0.731,0.864,0.505,0.731,0.864,0.864,0.864,0.640,0.864,0.731
112,112,0.078,0.078,0.140,0.078,0.078,0.078,0.078,0.097,0.078,0.120,0.078,0.180,0.097,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.789,0.078,0.078,0.078,0.306,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.789,0.078,0.789,0.675,0.078
113,113,0.875,0.413,0.964,0.875,0.413,0.875,0.921,0.713,0.875,0.875,0.875,0.991,0.713,0.875,0.716,0.921,0.875,0.413,0.875,0.716,0.875,0.875,0.875,0.875,0.875,0.875,0.716,0.400,0.921,0.875,0.713,0.918,0.875,0.875,0.875,0.214,0.875,0.918
114,114,0.140,0.132,0.129,0.271,0.148,0.140,0.247,0.102,0.140,0.140,0.140,0.140,0.102,0.140,0.156,0.372,0.140,0.156,0.140,0.129,0.140,0.140,0.140,0.140,0.214,0.147,0.129,0.279,0.159,0.214,0.140,0.159,0.140,0.264,0.154,0.130,0.081,0.159
115,115,0.903,0.903,0.913,0.903,0.903,0.903,0.903,0.912,0.903,0.903,0.903,0.903,0.912,0.903,0.903,0.828,0.903,0.903,0.903,0.903,0.903,0.903,0.903,0.903,0.903,0.903,0.903,0.913,0.738,0.903,0.738,0.738,0.903,0.903,0.903,0.913,0.903,0.738
116,116,0.975,0.975,0.883,0.975,0.945,0.975,0.303,0.972,0.975,0.975,0.975,0.975,0.972,0.195,0.975,0.700,0.975,0.975,0.975,0.560,0.975,0.975,0.975,0.195,0.975,0.975,0.560,0.975,0.700,0.975,0.975,0.748,0.975,0.975,0.975,0.975,0.975,0.748
117,117,0.015,0.015,0.025,0.015,0.015,0.015,0.015,0.027,0.015,0.019,0.015,0.236,0.027,0.015,0.015,0.015,0.015,0.015,0.015,0.040,0.015,0.068,0.015,0.015,0.040,0.031,0.040,0.041,0.015,0.015,0.015,0.055,0.015,0.232,0.055,0.072,0.230,0.055
118,118,0.172,0.172,0.126,0.183,0.183,0.172,0.183,0.155,0.172,0.172,0.172,0.172,0.155,0.172,0.172,0.172,0.172,0.172,0.172,0.095,0.172,0.172,0.172,0.172,0.172,0.172,0.095,0.059,0.172,0.076,0.172,0.059,0.059,0.410,0.059,0.183,0.170,0.059
119,119,0.994,0.994,0.994,0.283,0.284,0.994,0.629,0.925,0.994,0.994,0.994,0.994,0.925,0.284,0.994,0.994,0.994,0.994,0.177,0.283,0.994,0.994,0.994,0.284,0.994,0.953,0.283,0.994,0.994,0.344,0.994,0.344,0.994,0.994,0.344,0.283,0.994,0.344
120,120,0.084,0.201,0.263,0.084,0.201,0.084,0.186,0.201,0.084,0.084,0.084,0.084,0.201,0.186,0.084,0.084,0.084,0.201,0.084,0.201,0.084,0.084,0.084,0.186,0.084,0.084,0.201,0.310,0.084,0.201,0.084,0.084,0.084,0.084,0.084,0.186,0.084,0.084
121,121,0.146,0.176,0.317,0.176,0.228,0.146,0.146,0.195,0.146,0.146,0.146,0.146,0.195,0.146,0.146,0.138,0.146,0.146,0.146,0.196,0.146,0.146,0.146,0.196,0.146,0.146,0.196,0.190,0.212,0.146,0.223,0.142,0.146,0.214,0.146,0.327,0.146,0.142
122,122,0.045,0.045,0.049,0.045,0.045,0.045,0.066,0.053,0.110,0.034,0.110,0.147,0.053,0.045,0.045,0.037,0.045,0.045,0.045,0.045,0.063,0.275,0.063,0.045,0.045,0.049,0.045,0.045,0.046,0.045,0.045,0.057,0.030,0.310,0.063,0.741,0.275,0.057
123,123,0.187,0.187,0.205,0.187,0.187,0.187,0.185,0.162,0.363,0.129,0.363,0.187,0.162,0.187,0.187,0.201,0.187,0.187,0.187,0.187,0.442,0.187,0.280,0.187,0.187,0.303,0.187,0.187,0.201,0.187,0.187,0.072,0.156,0.442,0.442,0.442,0.187,0.072
124,124,0.088,0.088,0.078,0.088,0.234,0.088,0.505,0.124,0.088,0.088,0.088,0.088,0.124,0.088,0.058,0.191,0.088,0.055,0.088,0.064,0.088,0.088,0.088,0.157,0.064,0.093,0.064,0.161,0.257,0.088,0.219,0.111,0.051,0.060,0.060,0.054,0.088,0.111
125,125,0.853,0.133,0.889,0.914,0.133,0.853,0.847,0.844,0.853,0.865,0.853,0.930,0.844,0.853,0.160,0.853,0.498,0.160,0.853,0.521,0.128,0.414,0.853,0.853,0.853,0.441,0.521,0.914,0.686,0.514,0.853,0.120,0.853,0.853,0.853,0.414,0.853,0.120
126,126,0.010,0.010,0.009,0.010,0.010,0.010,0.010,0.009,0.017,0.030,0.017,0.010,0.009,0.010,0.010,0.010,0.010,0.010,0.010,0.012,0.016,0.010,0.021,0.010,0.010,0.008,0.012,0.010,0.010,0.010,0.010,0.032,0.006,0.032,0.016,0.016,0.010,0.032
127,127,0.071,0.379,0.054,0.071,0.021,0.071,0.071,0.060,0.093,0.113,0.093,0.071,0.060,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.055,0.071,0.055,0.071,0.071,0.069,0.071,0.071,0.071,0.379,0.071,0.093,0.093,0.093,0.055,0.021,0.071,0.093
128,128,0.016,0.016,0.006,0.053,0.016,0.016,0.053,0.006,0.016,0.094,0.016,0.499,0.006,0.016,0.016,0.016,0.016,0.016,0.016,0.040,0.016,0.499,0.016,0.016,0.040,0.005,0.040,0.016,0.016,0.016,0.016,0.016,0.013,0.499,0.016,0.499,0.524,0.016
129,129,0.078,0.078,0.132,0.078,0.078,0.078,0.078,0.132,0.078,0.032,0.078,0.078,0.132,0.078,0.078,0.078,0.078,0.078,0.078,0.042,0.078,0.078,0.078,0.078,0.042,0.035,0.042,0.130,0.078,0.078,0.078,0.036,0.031,0.072,0.036,0.078,0.078,0.036
130,130,0.609,0.685,0.072,0.609,0.685,0.609,0.575,0.243,0.609,0.609,0.609,0.609,0.243,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.927,0.609,0.609,0.609,0.609,0.225,0.927,0.770,0.609,0.927,0.609,0.609,0.609,0.927,0.609,0.927
131,131,0.110,0.110,0.028,0.110,0.110,0.110,0.110,0.114,0.110,0.087,0.110,0.114,0.114,0.110,0.110,0.110,0.110,0.110,0.110,0.110,0.008,0.110,0.110,0.110,0.110,0.669,0.110,0.575,0.110,0.110,0.110,0.110,0.110,0.110,0.110,0.450,0.110,0.110
132,132,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.957,0.966,0.966,0.966,0.966,0.957,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.037,0.966,0.966,0.966,0.966,0.594,0.966,0.770,0.966,0.037,0.966,0.037,0.966,0.966,0.037,0.966,0.966,0.037
133,133,0.681,0.681,0.675,0.681,0.681,0.681,0.681,0.760,0.681,0.681,0.681,0.681,0.760,0.681,0.240,0.681,0.681,0.240,0.681,0.240,0.681,0.681,0.681,0.681,0.681,0.681,0.240,0.681,0.681,0.036,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.681
134,134,0.069,0.080,0.062,0.080,0.080,0.069,0.069,0.097,0.069,0.069,0.069,0.069,0.097,0.069,0.069,0.136,0.069,0.069,0.069,0.069,0.027,0.069,0.058,0.069,0.069,0.065,0.069,0.069,0.060,0.069,0.083,0.060,0.027,0.069,0.069,0.070,0.089,0.060
135,135,0.592,0.592,0.806,0.592,0.592,0.592,0.268,0.796,0.592,0.592,0.592,0.922,0.796,0.592,0.693,0.693,0.592,0.592,0.592,0.648,0.592,0.922,0.592,0.768,0.592,0.592,0.648,0.620,0.693,0.592,0.592,0.119,0.592,0.592,0.592,0.789,0.592,0.119
136,136,0.107,0.107,0.081,0.107,0.107,0.107,0.107,0.081,0.091,0.596,0.091,0.107,0.081,0.107,0.107,0.107,0.107,0.107,0.107,0.107,0.091,0.107,0.135,0.107,0.107,0.056,0.107,0.107,0.107,0.107,0.107,0.366,0.431,0.366,0.091,0.217,0.107,0.366
137,137,0.238,0.164,0.114,0.289,0.164,0.238,0.289,0.115,0.238,0.289,0.238,0.238,0.115,0.238,0.165,0.238,0.238,0.165,0.238,0.146,0.238,0.238,0.238,0.238,0.146,0.121,0.146,0.574,0.238,0.238,0.238,0.164,0.238,0.238,0.238,0.238,0.238,0.164
138,138,0.425,0.425,0.344,0.425,0.425,0.425,0.504,0.399,0.412,0.332,0.425,0.558,0.399,0.425,0.524,0.434,0.425,0.425,0.425,0.495,0.555,0.799,0.425,0.510,0.274,0.308,0.495,0.483,0.517,0.463,0.425,0.262,0.172,0.558,0.215,0.497,0.522,0.262
139,139,0.350,0.107,0.377,0.226,0.107,0.350,0.272,0.325,0.350,0.240,0.350,0.171,0.325,0.350,0.099,0.272,0.350,0.110,0.350,0.105,0.053,0.350,0.350,0.350,0.350,0.336,0.105,0.226,0.311,0.247,0.350,0.170,0.263,0.270,0.077,0.656,0.513,0.170
140,140,0.624,0.158,0.631,0.624,0.158,0.624,0.749,0.387,0.624,0.624,0.624,0.624,0.387,0.624,0.137,0.818,0.624,0.137,0.624,0.272,0.624,0.624,0.624,0.624,0.275,0.295,0.272,0.624,0.780,0.182,0.624,0.780,0.624,0.624,0.624,0.469,0.541,0.780
141,141,0.008,0.008,0.012,0.008,0.008,0.008,0.008,0.012,0.006,0.165,0.006,0.008,0.012,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.006,0.008,0.006,0.008,0.008,0.009,0.008,0.008,0.008,0.008,0.008,0.017,0.007,0.029,0.008,0.029,0.008,0.017
142,142,0.668,0.668,0.341,0.668,0.668,0.668,0.668,0.524,0.668,0.704,0.668,0.894,0.524,0.668,0.497,0.561,0.668,0.668,0.668,0.555,0.668,0.802,0.668,0.521,0.668,0.648,0.555,0.668,0.561,0.185,0.668,0.198,0.668,0.834,0.409,0.885,0.885,0.198
143,143,0.249,0.249,0.187,0.071,0.249,0.348,0.249,0.267,0.249,0.249,0.249,0.249,0.267,0.249,0.249,0.249,0.249,0.249,0.249,0.413,0.249,0.249,0.249,0.249,0.413,0.401,0.413,0.599,0.249,0.249,0.249,0.203,0.249,0.249,0.249,0.680,0.249,0.203
144,144,0.061,0.012,0.164,0.049,0.012,0.061,0.061,0.071,0.052,0.061,0.030,0.061,0.071,0.061,0.044,0.061,0.061,0.044,0.061,0.044,0.048,0.104,0.061,0.061,0.061,0.061,0.044,0.229,0.061,0.061,0.061,0.024,0.048,0.061,0.048,0.048,0.061,0.024
145,145,0.167,0.167,0.167,0.167,0.167,0.167,0.167,0.167,0.371,0.716,0.371,0.167,0.167,0.167,0.167,0.167,0.167,0.167,0.167,0.167,0.371,0.167,0.371,0.167,0.167,0.183,0.167,0.110,0.167,0.167,0.167,0.371,0.047,0.371,0.371,0.352,0.167,0.371
146,146,0.073,0.073,0.065,0.073,0.073,0.073,0.073,0.065,0.029,0.518,0.029,0.073,0.065,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.264,0.073,0.029,0.073,0.073,0.106,0.073,0.073,0.073,0.073,0.073,0.264,0.346,0.264,0.264,0.489,0.073,0.264
147,147,0.670,0.970,0.822,0.670,0.784,0.670,0.670,0.778,0.670,0.670,0.670,0.670,0.778,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.850,0.670,0.670,0.670,0.784,0.670,0.670,0.670,0.784,0.670,0.784
148,148,0.922,0.165,0.949,0.812,0.165,0.863,0.922,0.956,0.922,0.922,0.922,0.922,0.956,0.922,0.165,0.922,0.922,0.165,0.922,0.165,0.922,0.922,0.922,0.922,0.922,0.922,0.165,0.941,0.165,0.165,0.922,0.165,0.922,0.922,0.922,0.922,0.922,0.165
149,149,0.392,0.392,0.401,0.392,0.392,0.392,0.193,0.626,0.392,0.153,0.392,0.497,0.626,0.392,0.392,0.193,0.392,0.392,0.392,0.392,0.548,0.392,0.392,0.392,0.392,0.075,0.392,0.305,0.699,0.071,0.392,0.496,0.392,0.392,0.071,0.488,0.376,0.496
150,150,0.759,0.327,0.791,0.759,0.327,0.759,0.759,0.731,0.141,0.256,0.759,0.253,0.731,0.759,0.759,0.759,0.759,0.759,0.759,0.759,0.251,0.759,0.759,0.759,0.759,0.759,0.759,0.902,0.008,0.127,0.759,0.876,0.759,0.759,0.759,0.759,0.043,0.876
151,151,0.207,0.207,0.242,0.207,0.233,0.207,0.207,0.077,0.207,0.207,0.207,0.207,0.077,0.207,0.207,0.207,0.207,0.207,0.207,0.073,0.207,0.207,0.207,0.073,0.207,0.143,0.073,0.872,0.207,0.207,0.207,0.472,0.207,0.207,0.207,0.472,0.204,0.472
152,152,0.082,0.082,0.095,0.082,0.082,0.082,0.468,0.099,0.082,0.082,0.082,0.082,0.099,0.082,0.160,0.241,0.082,0.160,0.082,0.079,0.082,0.082,0.082,0.082,0.079,0.080,0.079,0.434,0.204,0.082,0.204,0.204,0.139,0.082,0.082,0.082,0.082,0.204
153,153,0.887,0.254,0.889,0.695,0.254,0.887,0.888,0.911,0.887,0.887,0.887,0.347,0.911,0.887,0.348,0.887,0.607,0.348,0.887,0.348,0.887,0.887,0.887,0.887,0.887,0.874,0.348,0.914,0.887,0.887,0.887,0.696,0.887,0.887,0.887,0.138,0.887,0.696
154,154,0.046,0.013,0.044,0.046,0.013,0.017,0.102,0.028,0.042,0.046,0.043,0.226,0.028,0.046,0.124,0.100,0.046,0.013,0.046,0.124,0.042,0.046,0.046,0.046,0.046,0.046,0.124,0.045,0.122,0.046,0.031,0.028,0.042,0.046,0.072,0.250,0.046,0.028
155,155,0.030,0.030,0.016,0.030,0.030,0.030,0.030,0.049,0.052,0.082,0.052,0.030,0.049,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.068,0.030,0.089,0.030,0.030,0.149,0.030,0.099,0.030,0.030,0.030,0.020,0.121,0.089,0.037,0.073,0.012,0.020
156,156,0.087,0.025,0.053,0.087,0.025,0.087,0.087,0.062,0.049,0.127,0.049,0.087,0.062,0.087,0.025,0.087,0.087,0.025,0.087,0.025,0.055,0.087,0.105,0.087,0.087,0.087,0.025,0.100,0.078,0.025,0.087,0.111,0.135,0.083,0.057,0.054,0.087,0.111
157,157,0.011,0.011,0.011,0.011,0.011,0.011,0.022,0.020,0.011,0.014,0.011,0.009,0.020,0.011,0.011,0.011,0.019,0.011,0.011,0.011,0.066,0.011,0.011,0.039,0.011,0.034,0.011,0.005,0.011,0.011,0.011,0.039,0.008,0.029,0.011,0.021,0.007,0.039
158,158,0.031,0.031,0.049,0.031,0.031,0.031,0.031,0.047,0.276,0.035,0.276,0.031,0.047,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.017,0.031,0.066,0.031,0.031,0.087,0.031,0.031,0.031,0.031,0.031,0.017,0.083,0.017,0.017,0.017,0.026,0.017
159,159,0.861,0.861,0.860,0.861,0.861,0.861,0.861,0.864,0.861,0.861,0.861,0.861,0.864,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.870,0.861,0.805,0.861,0.888,0.861,0.805,0.861,0.861,0.805,0.888,0.861,0.805
160,160,0.271,0.271,0.924,0.271,0.271,0.271,0.051,0.463,0.271,0.271,0.271,0.271,0.463,0.271,0.271,0.645,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.051,0.271,0.271,0.271,0.837,0.645,0.271,0.645,0.570,0.271,0.271,0.271,0.271,0.271,0.570
161,161,0.461,0.461,0.591,0.461,0.461,0.461,0.461,0.118,0.461,0.461,0.461,0.274,0.118,0.461,0.066,0.461,0.461,0.066,0.461,0.066,0.037,0.461,0.461,0.066,0.461,0.461,0.066,0.461,0.066,0.066,0.461,0.066,0.461,0.037,0.461,0.886,0.461,0.066
162,162,0.283,0.283,0.336,0.283,0.283,0.283,0.283,0.336,0.283,0.029,0.283,0.926,0.336,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.932,0.283,0.283,0.283,0.302,0.283,0.217,0.283,0.283,0.283,0.283,0.283,0.676,0.283,0.932,0.676,0.283
163,163,0.735,0.971,0.738,0.735,0.971,0.735,0.736,0.721,0.735,0.735,0.735,0.735,0.721,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.736,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.820,0.735,0.735
164,164,0.041,0.041,0.015,0.041,0.041,0.041,0.007,0.054,0.110,0.011,0.110,0.099,0.054,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.110,0.041,0.110,0.041,0.041,0.056,0.041,0.233,0.041,0.041,0.041,0.110,0.012,0.110,0.110,0.541,0.041,0.110
165,165,0.867,0.815,0.840,0.813,0.815,0.867,0.950,0.794,0.867,0.867,0.867,0.867,0.794,0.867,0.271,0.894,0.867,0.271,0.867,0.711,0.867,0.867,0.867,0.867,0.867,0.501,0.711,0.929,0.891,0.232,0.867,0.891,0.867,0.867,0.867,0.959,0.577,0.891
166,166,0.055,0.055,0.049,0.055,0.055,0.055,0.055,0.049,0.029,0.055,0.029,0.055,0.049,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.029,0.055,0.055,0.055,0.055,0.031,0.055,0.055,0.055,0.006,0.055,0.089,0.029,0.055,0.089,0.179,0.055,0.089
167,167,0.934,0.281,0.941,0.646,0.281,0.908,0.936,0.936,0.934,0.934,0.934,0.934,0.936,0.934,0.767,0.934,0.934,0.767,0.934,0.767,0.934,0.934,0.934,0.934,0.934,0.934,0.767,0.935,0.513,0.513,0.934,0.513,0.934,0.934,0.934,0.934,0.513,0.513
168,168,0.139,0.042,0.405,0.160,0.042,0.139,0.139,0.148,0.628,0.139,0.628,0.139,0.148,0.139,0.042,0.139,0.139,0.042,0.139,0.042,0.079,0.139,0.085,0.139,0.139,0.300,0.042,0.390,0.042,0.067,0.139,0.355,0.628,0.628,0.025,0.139,0.346,0.355
169,169,0.051,0.051,0.047,0.051,0.051,0.051,0.051,0.081,0.538,0.067,0.014,0.059,0.081,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.247,0.051,0.014,0.051,0.051,0.051,0.051,0.118,0.030,0.030,0.051,0.247,0.014,0.214,0.051,0.014,0.033,0.247
170,170,0.544,0.167,0.481,0.389,0.167,0.544,0.429,0.505,0.544,0.195,0.544,0.544,0.505,0.544,0.466,0.548,0.544,0.166,0.544,0.466,0.544,0.544,0.544,0.544,0.544,0.721,0.466,0.790,0.389,0.544,0.137,0.389,0.228,0.152,0.544,0.544,0.544,0.389
171,171,0.358,0.358,0.387,0.358,0.358,0.358,0.358,0.387,0.358,0.150,0.358,0.358,0.387,0.358,0.358,0.358,0.154,0.358,0.358,0.358,0.358,0.358,0.358,0.358,0.358,0.766,0.358,0.387,0.358,0.358,0.358,0.358,0.229,0.358,0.358,0.358,0.358,0.358
172,172,0.008,0.008,0.008,0.008,0.008,0.008,0.010,0.005,0.008,0.008,0.008,0.008,0.005,0.032,0.008,0.008,0.008,0.008,0.008,0.010,0.008,0.008,0.008,0.032,0.008,0.008,0.010,0.008,0.008,0.011,0.008,0.032,0.032,0.032,0.032,0.032,0.021,0.032
173,173,0.674,0.537,0.680,0.537,0.537,0.674,0.674,0.673,0.674,0.674,0.674,0.880,0.673,0.674,0.443,0.673,0.674,0.674,0.674,0.297,0.674,0.674,0.885,0.606,0.674,0.459,0.297,0.397,0.859,0.674,0.683,0.651,0.674,0.606,0.674,0.707,0.459,0.651
174,174,0.006,0.013,0.006,0.013,0.013,0.006,0.025,0.006,0.006,0.007,0.006,0.024,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.004,0.006,0.006,0.014,0.006,0.057,0.006,0.005,0.006,0.006,0.006,0.063,0.004,0.017,0.006,0.019,0.007,0.063
175,175,0.860,0.932,0.866,0.932,0.932,0.860,0.860,0.910,0.860,0.860,0.860,0.860,0.910,0.860,0.860,0.932,0.860,0.860,0.860,0.860,0.860,0.860,0.821,0.860,0.860,0.860,0.860,0.878,0.914,0.860,0.768,0.914,0.860,0.860,0.860,0.818,0.860,0.914
176,176,0.025,0.014,0.048,0.025,0.014,0.025,0.025,0.023,0.060,0.015,0.049,0.025,0.023,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.060,0.025,0.025,0.025,0.025,0.048,0.025,0.086,0.176,0.058,0.025,0.139,0.060,0.025,0.060,0.173,0.025,0.139
