,id,base,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42
76,76,0.490,0.027,0.490,0.027,0.085,0.085,0.490,0.490,0.323,0.490,0.860,0.270,0.490,0.490,0.490,0.490,0.490,0.490,0.490,0.490,0.490,0.490,0.490,0.323,0.490,0.860,0.490,0.135,0.318,0.490,0.323,0.490,0.318,0.027,0.321,0.490,0.040,0.490,0.321,0.321,0.490,0.304,0.018,0.072
77,77,0.046,0.046,0.046,0.046,0.593,0.479,0.046,0.046,0.137,0.046,0.828,0.593,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.257,0.046,0.828,0.046,0.046,0.340,0.046,0.143,0.152,0.340,0.046,0.828,0.152,0.108,0.046,0.828,0.828,0.152,0.185,0.173,0.136
78,78,0.089,0.042,0.089,0.042,0.526,0.050,0.089,0.645,0.089,0.645,0.089,0.171,0.089,0.084,0.089,0.089,0.084,0.089,0.084,0.089,0.089,0.089,0.089,0.114,0.645,0.089,0.645,0.089,0.669,0.089,0.114,0.471,0.202,0.055,0.146,0.048,0.089,0.048,0.645,0.462,0.104,0.089,0.127,0.206
79,79,0.115,0.032,0.115,0.032,0.270,0.054,0.115,0.115,0.133,0.115,0.405,0.270,0.115,0.032,0.115,0.115,0.032,0.115,0.032,0.115,0.115,0.115,0.115,0.276,0.115,0.115,0.115,0.115,0.374,0.115,0.170,0.346,0.439,0.239,0.059,0.249,0.115,0.115,0.212,0.115,0.303,0.207,0.143,0.163
80,80,0.246,0.246,0.246,0.246,0.056,0.047,0.246,0.634,0.246,0.634,0.246,0.108,0.246,0.246,0.232,0.246,0.246,0.246,0.246,0.246,0.246,0.246,0.246,0.026,0.033,0.246,0.246,0.246,0.016,0.033,0.026,0.096,0.156,0.232,0.223,0.246,0.246,0.634,0.634,0.246,0.035,0.246,0.246,0.323
81,81,0.008,0.008,0.008,0.008,0.092,0.092,0.008,0.008,0.068,0.008,0.482,0.092,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.124,0.003,0.482,0.008,0.008,0.122,0.003,0.122,0.008,0.295,0.008,0.116,0.123,0.077,0.008,0.482,0.482,0.003,0.166,0.146,0.029
82,82,0.092,0.093,0.092,0.093,0.103,0.047,0.092,0.425,0.092,0.425,0.092,0.103,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.017,0.037,0.092,0.092,0.092,0.068,0.037,0.068,0.092,0.517,0.092,0.013,0.029,0.092,0.425,0.425,0.044,0.425,0.092,0.050,0.092
83,83,0.734,0.458,0.734,0.734,0.054,0.229,0.734,0.734,0.734,0.734,0.092,0.734,0.734,0.734,0.734,0.734,0.734,0.152,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.152,0.734,0.054,0.259,0.734,0.734,0.412,0.054,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.097,0.734
84,84,0.973,0.973,0.902,0.973,0.880,0.783,0.973,0.973,0.973,0.973,0.973,0.892,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973
85,85,0.138,0.138,0.138,0.138,0.688,0.048,0.138,0.495,0.361,0.495,0.138,0.688,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.098,0.050,0.138,0.495,0.138,0.717,0.050,0.098,0.138,0.174,0.138,0.021,0.107,0.050,0.050,0.050,0.138,0.495,0.034,0.102,0.138
86,86,0.053,0.081,0.053,0.056,0.111,0.052,0.053,0.034,0.053,0.154,0.053,0.077,0.053,0.031,0.053,0.053,0.031,0.053,0.031,0.053,0.053,0.053,0.053,0.012,0.034,0.034,0.154,0.053,0.053,0.058,0.079,0.037,0.053,0.053,0.053,0.053,0.154,0.034,0.053,0.154,0.034,0.058,0.053,0.188
87,87,0.229,0.045,0.229,0.127,0.041,0.014,0.229,0.229,0.294,0.229,0.398,0.075,0.229,0.153,0.392,0.304,0.127,0.229,0.127,0.229,0.304,0.229,0.229,0.294,0.229,0.229,0.229,0.145,0.638,0.229,0.127,0.229,0.516,0.051,0.178,0.297,0.357,0.229,0.357,0.346,0.199,0.496,0.192,0.216
88,88,0.025,0.025,0.025,0.025,0.041,0.026,0.025,0.040,0.010,0.025,0.039,0.041,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.169,0.049,0.049,0.025,0.025,0.044,0.184,0.202,0.025,0.102,0.012,0.010,0.216,0.080,0.040,0.049,0.039,0.139,0.036,0.111,0.151
89,89,0.095,0.095,0.095,0.095,0.679,0.048,0.095,0.370,0.149,0.370,0.095,0.679,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.025,0.012,0.095,0.370,0.095,0.056,0.012,0.025,0.054,0.056,0.095,0.021,0.018,0.012,0.012,0.014,0.095,0.021,0.072,0.370,0.260
90,90,0.333,0.400,0.333,0.400,0.691,0.691,0.333,0.333,0.333,0.333,0.333,0.824,0.333,0.097,0.384,0.333,0.097,0.333,0.097,0.333,0.333,0.333,0.333,0.354,0.333,0.333,0.333,0.333,0.182,0.333,0.354,0.354,0.182,0.132,0.283,0.354,0.506,0.333,0.333,0.654,0.221,0.404,0.136,0.308
91,91,0.018,0.024,0.020,0.016,0.043,0.025,0.018,0.014,0.018,0.049,0.151,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.014,0.014,0.011,0.049,0.020,0.018,0.008,0.043,0.018,0.018,0.018,0.020,0.018,0.049,0.024,0.018,0.014,0.014,0.023,0.090,0.018
92,92,0.016,0.016,0.016,0.016,0.137,0.085,0.016,0.016,0.016,0.016,0.016,0.137,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.183,0.016,0.016,0.016,0.016,0.016,0.016,0.092,0.221,0.019,0.016,0.014,0.299,0.252,0.016,0.022,0.016,0.605,0.605,0.094,0.200
93,93,0.321,0.790,0.321,0.790,0.678,0.678,0.321,0.321,0.321,0.321,0.321,0.790,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.790,0.321,0.321,0.321,0.321,0.843,0.321,0.321,0.790,0.321
94,94,0.118,0.118,0.118,0.118,0.475,0.475,0.118,0.118,0.118,0.118,0.685,0.475,0.118,0.118,0.118,0.118,0.118,0.118,0.118,0.118,0.118,0.118,0.118,0.454,0.118,0.685,0.118,0.118,0.057,0.118,0.057,0.454,0.118,0.118,0.118,0.381,0.751,0.118,0.118,0.118,0.381,0.787,0.203,0.111
95,95,0.936,0.829,0.936,0.829,0.791,0.692,0.936,0.936,0.936,0.936,0.936,0.767,0.936,0.659,0.936,0.936,0.659,0.936,0.659,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.659,0.936,0.936,0.936,0.936,0.936,0.813,0.936,0.936,0.936,0.098
96,96,0.164,0.136,0.344,0.136,0.823,0.714,0.164,0.164,0.164,0.164,0.164,0.849,0.164,0.074,0.164,0.164,0.074,0.164,0.074,0.164,0.164,0.164,0.164,0.185,0.164,0.164,0.164,0.164,0.164,0.164,0.169,0.185,0.164,0.106,0.375,0.085,0.073,0.164,0.164,0.067,0.138,0.263,0.430,0.073
97,97,0.967,0.334,0.967,0.967,0.846,0.074,0.967,0.967,0.967,0.967,0.985,0.846,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.051,0.051,0.967,0.967,0.967,0.967,0.025,0.138,0.967,0.967,0.025,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.985
98,98,0.804,0.638,0.364,0.658,0.112,0.014,0.804,0.804,0.740,0.804,0.923,0.217,0.804,0.436,0.840,0.731,0.222,0.804,0.222,0.353,0.731,0.804,0.804,0.637,0.804,0.804,0.804,0.181,0.740,0.804,0.286,0.528,0.804,0.173,0.766,0.804,0.214,0.804,0.115,0.119,0.705,0.088,0.082,0.338
99,99,0.897,0.865,0.897,0.865,0.491,0.676,0.897,0.897,0.897,0.897,0.897,0.491,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897
100,100,0.351,0.195,0.351,0.195,0.095,0.031,0.351,0.140,0.380,0.130,0.146,0.185,0.351,0.187,0.351,0.351,0.187,0.351,0.187,0.351,0.351,0.351,0.351,0.076,0.148,0.088,0.351,0.351,0.113,0.148,0.155,0.225,0.351,0.104,0.310,0.351,0.351,0.387,0.328,0.053,0.075,0.082,0.113,0.423
101,101,0.024,0.024,0.024,0.024,0.041,0.026,0.024,0.047,0.010,0.024,0.043,0.041,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.169,0.049,0.045,0.024,0.024,0.044,0.184,0.253,0.024,0.102,0.017,0.023,0.158,0.061,0.047,0.045,0.026,0.139,0.037,0.166,0.142
102,102,0.861,0.861,0.861,0.861,0.583,0.458,0.861,0.861,0.861,0.861,0.992,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.992,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.391,0.861,0.861,0.861,0.861,0.391,0.861,0.391
103,103,0.094,0.197,0.378,0.203,0.056,0.040,0.094,0.094,0.074,0.094,0.315,0.063,0.094,0.117,0.094,0.094,0.117,0.094,0.117,0.094,0.094,0.094,0.094,0.261,0.094,0.094,0.094,0.229,0.253,0.094,0.132,0.066,0.341,0.117,0.139,0.094,0.094,0.229,0.094,0.185,0.185,0.355,0.105,0.075
104,104,0.306,0.811,0.306,0.811,0.782,0.682,0.306,0.306,0.306,0.306,0.306,0.811,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.855,0.306,0.798,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.811,0.306
105,105,0.929,0.929,0.929,0.929,0.871,0.660,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.963,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.963,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.963,0.929,0.929
106,106,0.084,0.084,0.084,0.084,0.432,0.047,0.084,0.024,0.338,0.024,0.012,0.432,0.084,0.084,0.084,0.084,0.084,0.084,0.084,0.084,0.084,0.084,0.084,0.008,0.005,0.084,0.300,0.084,0.703,0.013,0.137,0.084,0.156,0.058,0.033,0.025,0.090,0.005,0.035,0.012,0.010,0.084,0.131,0.125
107,107,0.930,0.930,0.930,0.930,0.679,0.560,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.733,0.930,0.733,0.733,0.800,0.733,0.733,0.733,0.930,0.930,0.733
108,108,0.869,0.717,0.862,0.717,0.197,0.064,0.869,0.869,0.869,0.869,0.869,0.248,0.869,0.590,0.906,0.869,0.590,0.869,0.590,0.869,0.869,0.869,0.869,0.831,0.869,0.930,0.869,0.869,0.819,0.869,0.308,0.835,0.819,0.781,0.804,0.869,0.869,0.869,0.869,0.869,0.862,0.921,0.177,0.869
109,109,0.029,0.464,0.029,0.464,0.623,0.011,0.029,0.029,0.029,0.029,0.029,0.623,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.013,0.029,0.029,0.029,0.029,0.006,0.029,0.013,0.028,0.227,0.029,0.660,0.029,0.029,0.029,0.029,0.026,0.003,0.008,0.666,0.112
110,110,0.073,0.073,0.143,0.073,0.028,0.820,0.073,0.073,0.073,0.013,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.013,0.073,0.073,0.073,0.073,0.028,0.073,0.073,0.073,0.073,0.073,0.073,0.049,0.073,0.073,0.028,0.073,0.013,0.013,0.820,0.049,0.073
111,111,0.864,0.348,0.864,0.348,0.083,0.083,0.864,0.864,0.864,0.864,0.975,0.857,0.864,0.840,0.963,0.849,0.650,0.864,0.650,0.864,0.849,0.864,0.864,0.864,0.864,0.975,0.864,0.864,0.660,0.864,0.864,0.864,0.660,0.840,0.864,0.864,0.975,0.864,0.864,0.328,0.864,0.951,0.699,0.407
112,112,0.078,0.078,0.078,0.078,0.334,0.334,0.078,0.078,0.110,0.078,0.876,0.334,0.078,0.074,0.078,0.078,0.074,0.078,0.074,0.078,0.078,0.078,0.078,0.110,0.078,0.876,0.078,0.078,0.447,0.078,0.110,0.078,0.447,0.078,0.501,0.078,0.210,0.078,0.876,0.501,0.078,0.210,0.083,0.090
113,113,0.875,0.648,0.875,0.334,0.681,0.045,0.875,0.875,0.875,0.875,0.942,0.875,0.875,0.930,0.977,0.927,0.761,0.875,0.761,0.875,0.927,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.518,0.875,0.875,0.930,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.761,0.761,0.942
114,114,0.140,0.382,0.140,0.382,0.835,0.727,0.140,0.140,0.140,0.140,0.140,0.866,0.140,0.094,0.101,0.140,0.094,0.140,0.094,0.140,0.140,0.140,0.140,0.193,0.140,0.140,0.140,0.140,0.087,0.140,0.140,0.193,0.148,0.089,0.844,0.157,0.082,0.140,0.110,0.704,0.209,0.088,0.584,0.276
115,115,0.903,0.175,0.903,0.903,0.125,0.049,0.903,0.903,0.903,0.903,0.903,0.125,0.903,0.903,0.945,0.903,0.903,0.903,0.903,0.903,0.903,0.903,0.903,0.903,0.903,0.903,0.903,0.903,0.903,0.903,0.125,0.903,0.903,0.945,0.903,0.903,0.903,0.903,0.903,0.903,0.903,0.945,0.125,0.903
116,116,0.975,0.975,0.079,0.975,0.108,0.769,0.975,0.975,0.975,0.975,0.975,0.160,0.975,0.975,0.970,0.975,0.975,0.975,0.975,0.062,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.062,0.975,0.975,0.975,0.975,0.975,0.161,0.970,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.906
117,117,0.015,0.015,0.015,0.015,0.412,0.105,0.015,0.015,0.012,0.015,0.583,0.412,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.151,0.015,0.205,0.015,0.015,0.428,0.015,0.439,0.141,0.142,0.015,0.692,0.141,0.047,0.015,0.692,0.583,0.334,0.018,0.119,0.051
118,118,0.172,0.172,0.172,0.172,0.232,0.154,0.172,0.172,0.172,0.334,0.172,0.477,0.172,0.172,0.172,0.172,0.172,0.172,0.172,0.172,0.172,0.172,0.172,0.172,0.172,0.172,0.172,0.172,0.172,0.334,0.172,0.172,0.172,0.102,0.434,0.232,0.154,0.115,0.232,0.232,0.232,0.477,0.477,0.232
119,119,0.994,0.994,0.283,0.994,0.335,0.803,0.994,0.994,0.994,0.994,0.994,0.335,0.994,0.246,0.994,0.994,0.994,0.246,0.994,0.558,0.162,0.246,0.994,0.822,0.994,0.994,0.162,0.558,0.822,0.246,0.237,0.822,0.822,0.246,0.994,0.246,0.994,0.994,0.994,0.994,0.246,0.994,0.994,0.307
120,120,0.084,0.714,0.126,0.714,0.010,0.045,0.084,0.084,0.084,0.084,0.084,0.007,0.084,0.714,0.084,0.084,0.714,0.126,0.714,0.084,0.084,0.084,0.084,0.084,0.084,0.084,0.084,0.126,0.084,0.126,0.084,0.084,0.084,0.084,0.043,0.194,0.084,0.084,0.084,0.126,0.194,0.084,0.010,0.043
121,121,0.146,0.154,0.146,0.154,0.169,0.084,0.146,0.146,0.146,0.146,0.146,0.154,0.146,0.146,0.139,0.182,0.146,0.146,0.146,0.146,0.146,0.146,0.146,0.146,0.146,0.146,0.146,0.182,0.146,0.146,0.146,0.146,0.146,0.377,0.169,0.146,0.182,0.492,0.182,0.182,0.146,0.201,0.221,0.146
122,122,0.045,0.045,0.045,0.045,0.319,0.051,0.045,0.273,0.187,0.273,0.444,0.525,0.045,0.045,0.040,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.073,0.047,0.444,0.273,0.045,0.525,0.047,0.073,0.045,0.130,0.040,0.072,0.025,0.270,0.047,0.270,0.061,0.273,0.143,0.075,0.045
123,123,0.187,0.187,0.187,0.187,0.392,0.046,0.187,0.658,0.214,0.658,0.187,0.611,0.187,0.187,0.254,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.024,0.030,0.187,0.658,0.187,0.285,0.030,0.024,0.042,0.228,0.254,0.076,0.024,0.119,0.030,0.030,0.187,0.034,0.187,0.034,0.154
124,124,0.088,0.088,0.088,0.088,0.841,0.355,0.088,0.088,0.088,0.088,0.088,0.639,0.088,0.240,0.211,0.157,0.105,0.088,0.105,0.088,0.211,0.088,0.088,0.393,0.088,0.088,0.088,0.052,0.087,0.088,0.109,0.393,0.087,0.399,0.192,0.190,0.367,0.206,0.205,0.064,0.393,0.215,0.137,0.543
125,125,0.853,0.298,0.853,0.298,0.040,0.018,0.853,0.853,0.699,0.853,0.946,0.065,0.853,0.586,0.853,0.853,0.586,0.853,0.586,0.853,0.853,0.853,0.853,0.065,0.104,0.928,0.853,0.853,0.723,0.176,0.174,0.702,0.723,0.028,0.853,0.853,0.928,0.853,0.853,0.853,0.853,0.314,0.201,0.784
126,126,0.010,0.010,0.010,0.010,0.592,0.050,0.010,0.152,0.170,0.152,0.010,0.592,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.050,0.007,0.010,0.152,0.010,0.592,0.007,0.050,0.006,0.050,0.010,0.011,0.007,0.005,0.007,0.005,0.010,0.011,0.006,0.066,0.010
127,127,0.071,0.187,0.071,0.187,0.395,0.047,0.071,0.275,0.111,0.275,0.071,0.560,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.017,0.030,0.071,0.275,0.071,0.287,0.030,0.017,0.071,0.068,0.071,0.080,0.012,0.021,0.030,0.030,0.076,0.466,0.021,0.080,0.132
128,128,0.016,0.016,0.016,0.016,0.475,0.475,0.016,0.016,0.092,0.016,0.836,0.475,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.210,0.016,0.836,0.016,0.016,0.430,0.016,0.092,0.055,0.177,0.016,0.484,0.097,0.677,0.016,0.657,0.836,0.074,0.090,0.086,0.138
129,129,0.078,0.078,0.078,0.078,0.155,0.086,0.078,0.078,0.028,0.078,0.078,0.155,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.051,0.078,0.078,0.078,0.078,0.120,0.078,0.030,0.296,0.432,0.078,0.042,0.051,0.588,0.049,0.286,0.078,0.051,0.156,0.078,0.493
130,130,0.609,0.699,0.609,0.699,0.072,0.045,0.609,0.609,0.609,0.609,0.942,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.076,0.609,0.609,0.609,0.609,0.022,0.609,0.076,0.070,0.609,0.887,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.076,0.609
131,131,0.110,0.110,0.110,0.110,0.112,0.078,0.110,0.110,0.126,0.110,0.336,0.112,0.110,0.110,0.110,0.110,0.110,0.110,0.110,0.110,0.110,0.110,0.110,0.028,0.003,0.110,0.110,0.110,0.762,0.003,0.110,0.110,0.557,0.110,0.227,0.267,0.500,0.110,0.110,0.110,0.266,0.110,0.183,0.110
132,132,0.966,0.966,0.966,0.966,0.870,0.074,0.966,0.966,0.966,0.966,0.966,0.135,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.037,0.037,0.966,0.966,0.966,0.650,0.037,0.621,0.966,0.641,0.037,0.966,0.966,0.966,0.966,0.966,0.037,0.037,0.037,0.966,0.834
133,133,0.681,0.681,0.681,0.681,0.078,0.078,0.681,0.681,0.681,0.681,0.681,0.078,0.681,0.232,0.681,0.681,0.232,0.681,0.232,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.283,0.020,0.681,0.681,0.285
134,134,0.069,0.323,0.069,0.323,0.089,0.055,0.069,0.069,0.069,0.069,0.069,0.089,0.069,0.069,0.052,0.069,0.069,0.069,0.069,0.069,0.069,0.069,0.069,0.038,0.029,0.069,0.069,0.069,0.074,0.029,0.038,0.066,0.337,0.065,0.263,0.151,0.218,0.069,0.244,0.437,0.036,0.404,0.343,0.151
135,135,0.592,0.506,0.592,0.592,0.153,0.076,0.592,0.592,0.592,0.592,0.885,0.592,0.592,0.592,0.770,0.592,0.592,0.592,0.592,0.592,0.592,0.592,0.592,0.592,0.592,0.885,0.592,0.085,0.592,0.592,0.592,0.592,0.592,0.311,0.311,0.592,0.918,0.592,0.629,0.629,0.592,0.282,0.629,0.282
136,136,0.107,0.107,0.107,0.107,0.595,0.051,0.107,0.364,0.282,0.364,0.107,0.595,0.107,0.107,0.107,0.107,0.107,0.107,0.107,0.107,0.107,0.107,0.107,0.087,0.030,0.107,0.364,0.107,0.695,0.030,0.087,0.026,0.180,0.107,0.013,0.013,0.012,0.030,0.364,0.107,0.364,0.107,0.087,0.088
137,137,0.238,0.062,0.238,0.062,0.122,0.053,0.238,0.238,0.137,0.238,0.238,0.855,0.238,0.146,0.238,0.238,0.146,0.238,0.146,0.238,0.238,0.238,0.238,0.118,0.238,0.238,0.238,0.238,0.134,0.238,0.071,0.271,0.413,0.146,0.238,0.574,0.743,0.238,0.238,0.238,0.574,0.574,0.135,0.490
138,138,0.425,0.425,0.425,0.425,0.041,0.022,0.425,0.086,0.271,0.086,0.264,0.187,0.425,0.414,0.247,0.182,0.425,0.425,0.425,0.425,0.414,0.425,0.425,0.151,0.086,0.814,0.425,0.073,0.570,0.425,0.456,0.273,0.605,0.096,0.056,0.451,0.307,0.212,0.307,0.173,0.044,0.159,0.245,0.077
139,139,0.350,0.295,0.350,0.095,0.087,0.058,0.350,0.350,0.043,0.350,0.603,0.163,0.350,0.250,0.500,0.324,0.095,0.350,0.095,0.350,0.324,0.350,0.350,0.209,0.046,0.350,0.350,0.350,0.134,0.046,0.308,0.271,0.632,0.039,0.263,0.515,0.260,0.260,0.260,0.046,0.062,0.350,0.336,0.347
140,140,0.624,0.229,0.624,0.229,0.695,0.695,0.624,0.624,0.624,0.624,0.624,0.800,0.624,0.127,0.310,0.624,0.127,0.624,0.127,0.624,0.624,0.624,0.624,0.196,0.624,0.624,0.624,0.624,0.332,0.624,0.387,0.196,0.332,0.310,0.626,0.624,0.624,0.624,0.624,0.141,0.132,0.184,0.413,0.773
141,141,0.008,0.008,0.008,0.008,0.588,0.050,0.008,0.030,0.091,0.030,0.008,0.588,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.085,0.006,0.008,0.030,0.008,0.451,0.006,0.052,0.029,0.083,0.008,0.010,0.085,0.436,0.009,0.085,0.008,0.131,0.009,0.046,0.092
142,142,0.668,0.668,0.668,0.668,0.366,0.335,0.668,0.668,0.702,0.668,0.939,0.713,0.668,0.705,0.547,0.296,0.668,0.668,0.668,0.668,0.705,0.668,0.668,0.702,0.668,0.939,0.668,0.110,0.799,0.668,0.702,0.668,0.799,0.375,0.502,0.668,0.134,0.668,0.502,0.950,0.260,0.526,0.298,0.213
143,143,0.249,0.249,0.356,0.249,0.422,0.302,0.249,0.249,0.249,0.249,0.249,0.422,0.249,0.215,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.468,0.249,0.249,0.249,0.249,0.253,0.249,0.298,0.517,0.253,0.249,0.071,0.904,0.374,0.071,0.236,0.249,0.702,0.844,0.249,0.824
144,144,0.061,0.084,0.061,0.016,0.014,0.048,0.061,0.030,0.061,0.124,0.061,0.015,0.061,0.034,0.061,0.061,0.034,0.061,0.034,0.061,0.061,0.061,0.061,0.030,0.030,0.061,0.124,0.061,0.061,0.061,0.092,0.061,0.061,0.030,0.092,0.061,0.124,0.030,0.061,0.124,0.030,0.092,0.020,0.061
145,145,0.167,0.167,0.167,0.167,0.692,0.051,0.167,0.491,0.347,0.491,0.167,0.692,0.167,0.167,0.167,0.167,0.167,0.167,0.167,0.167,0.167,0.167,0.167,0.024,0.049,0.167,0.491,0.167,0.736,0.049,0.024,0.059,0.192,0.167,0.023,0.023,0.023,0.049,0.491,0.167,0.491,0.167,0.105,0.115
146,146,0.073,0.073,0.073,0.073,0.581,0.049,0.073,0.276,0.190,0.276,0.073,0.581,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.013,0.030,0.073,0.276,0.073,0.693,0.030,0.013,0.035,0.182,0.073,0.014,0.013,0.014,0.030,0.276,0.073,0.276,0.035,0.086,0.092
147,147,0.670,0.787,0.670,0.787,0.775,0.658,0.670,0.670,0.670,0.670,0.670,0.336,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.850,0.787,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.787,0.670
148,148,0.922,0.513,0.928,0.513,0.811,0.682,0.922,0.922,0.922,0.922,0.922,0.861,0.922,0.743,0.922,0.922,0.743,0.922,0.743,0.922,0.922,0.922,0.922,0.922,0.922,0.922,0.922,0.922,0.922,0.922,0.922,0.922,0.922,0.743,0.922,0.922,0.922,0.922,0.922,0.922,0.922,0.922,0.922,0.922
149,149,0.392,0.476,0.392,0.392,0.047,0.060,0.392,0.392,0.365,0.392,0.573,0.061,0.392,0.392,0.520,0.392,0.392,0.392,0.392,0.392,0.392,0.392,0.392,0.124,0.057,0.392,0.392,0.392,0.066,0.079,0.248,0.392,0.582,0.037,0.534,0.392,0.392,0.392,0.392,0.057,0.057,0.018,0.168,0.384
150,150,0.759,0.288,0.759,0.288,0.008,0.047,0.759,0.554,0.024,0.759,0.532,0.015,0.759,0.759,0.759,0.759,0.759,0.759,0.759,0.759,0.759,0.759,0.759,0.012,0.010,0.759,0.759,0.759,0.286,0.010,0.069,0.347,0.759,0.007,0.759,0.759,0.759,0.759,0.759,0.291,0.759,0.007,0.082,0.759
151,151,0.207,0.207,0.207,0.207,0.151,0.080,0.207,0.207,0.207,0.207,0.207,0.242,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.089,0.078,0.207,0.207,0.207,0.078,0.513,0.042,0.207,0.089,0.207,0.089,0.037,0.207,0.207,0.042,0.203
152,152,0.082,0.082,0.082,0.082,0.823,0.697,0.082,0.082,0.082,0.082,0.082,0.884,0.082,0.154,0.260,0.082,0.154,0.082,0.154,0.082,0.082,0.082,0.082,0.737,0.082,0.082,0.082,0.082,0.106,0.082,0.178,0.737,0.106,0.260,0.279,0.905,0.648,0.082,0.162,0.082,0.490,0.795,0.082,0.719
